,date,ticker,shares_outstanding
8,"Dec. 29, 2019",VSTO,57910000.0
9,"Oct. 28, 2019",VSTO,57830000.0
10,"Sept. 29, 2019",VSTO,57790000.0
11,"July 29, 2019",VSTO,57750000.0
12,"June 30, 2019",VSTO,57750000.0
13,"June 11, 2019",VSTO,57730000.0
14,"May 13, 2019",VSTO,57730000.0
15,"March 31, 2019",VSTO,57710000.0
16,"Feb. 4, 2019",VSTO,57590000.0
17,"Dec. 30, 2018",VSTO,57570000.0
18,"Oct. 29, 2018",VSTO,57580000.0
19,"Sept. 30, 2018",VSTO,57550000.0
20,"July 30, 2018",VSTO,57530000.0
21,"July 1, 2018",VSTO,57520000.0
22,"June 12, 2018",VSTO,57450000.0
23,"May 7, 2018",VSTO,57450000.0
24,"March 31, 2018",VSTO,57430000.0
0,"Oct. 30, 2020",IMRA,17410000.0
1,"Sept. 30, 2020",IMRA,17380000.0
2,"July 31, 2020",IMRA,17320000.0
3,"June 30, 2020",IMRA,17320000.0
4,"May 1, 2020",IMRA,17280000.0
0,"Dec. 7, 2020",YVR,10360000.0
1,"Oct. 16, 2020",YVR,10060000.0
2,"June 8, 2020",YVR,9994000.0
3,"June 3, 2020",YVR,7327000.0
4,"May 31, 2020",YVR,7112000.0
5,"May 1, 2020",YVR,6785000.0
6,"April 8, 2020",YVR,6104000.0
7,"Feb. 29, 2020",YVR,5513000.0
8,"Feb. 28, 2020",YVR,5728000.0
9,"Nov. 30, 2019",YVR,5346000.0
10,"Oct. 23, 2019",YVR,4519000.0
11,"May 31, 2019",YVR,4187000.0000000005
12,"April 30, 2019",YVR,4187000.0000000005
13,"March 1, 2019",YVR,4123000.0
14,"Feb. 28, 2019",YVR,4123000.0
15,"Nov. 30, 2018",YVR,4010000.0
16,"Oct. 17, 2018",YVR,3997000.0
17,"Oct. 15, 2018",YVR,1899000.0
18,"Aug. 31, 2018",YVR,1869000.0
19,"Aug. 9, 2018",YVR,1849000.0
20,"July 16, 2018",YVR,560500.0
21,"June 8, 2018",YVR,560500.0
22,"May 31, 2018",YVR,560500.0
23,"May 1, 2018",YVR,560500.0
24,"Feb. 28, 2018",YVR,560500.0
0,"Nov. 13, 2020",CCAC,34500000.0
1,"Sept. 30, 2020",CCAC,34500000.0
2,"Aug. 13, 2020",CCAC,34500000.0
0,"Nov. 17, 2020",VTRS,1202000000.0
1,"Oct. 30, 2020",VTRS,541550000.0
2,"Sept. 30, 2020",VTRS,516950000.00000006
3,"July 31, 2020",VTRS,516950000.00000006
4,"June 30, 2020",VTRS,516950000.00000006
5,"June 2, 2020",VTRS,516950000.00000006
6,"May 31, 2020",VTRS,516950000.00000006
7,"May 6, 2020",VTRS,516940000.00000006
8,"April 24, 2020",VTRS,516940000.00000006
9,"March 31, 2020",VTRS,516940000.00000006
10,"Feb. 24, 2020",VTRS,516179999.99999994
11,"Feb. 11, 2020",VTRS,516179999.99999994
12,"Jan. 15, 2020",VTRS,516150000.0
13,"Dec. 31, 2019",VTRS,516150000.0
14,"Nov. 29, 2019",VTRS,516150000.0
15,"Oct. 31, 2019",VTRS,516130000.0
16,"Sept. 30, 2019",VTRS,516140000.0
17,"July 24, 2019",VTRS,515870000.0
18,"July 23, 2019",VTRS,515870000.0
19,"June 30, 2019",VTRS,515860000.0
20,"May 24, 2019",VTRS,515460000.00000006
21,"May 14, 2019",VTRS,515460000.00000006
22,"May 1, 2019",VTRS,515440000.00000006
23,"April 25, 2019",VTRS,515419999.99999994
24,"March 31, 2019",VTRS,516450000.00000006
0,"Sept. 30, 2020",TKR,75360000.0
1,"June 30, 2020",TKR,75100000.0
2,"March 31, 2020",TKR,75070000.0
3,"Feb. 21, 2020",TKR,75810000.0
4,"Jan. 31, 2020",TKR,75570000.0
5,"Dec. 31, 2019",TKR,75540000.0
6,"Sept. 30, 2019",TKR,75320000.0
7,"June 30, 2019",TKR,76040000.0
8,"March 31, 2019",TKR,76120000.0
9,"Feb. 20, 2019",TKR,76110000.0
10,"Jan. 31, 2019",TKR,75770000.0
11,"Dec. 31, 2018",TKR,75950000.0
12,"Sept. 30, 2018",TKR,76860000.0
13,"June 30, 2018",TKR,77110000.0
14,"March 31, 2018",TKR,77600000.0
15,"Feb. 20, 2018",TKR,77980000.0
16,"Jan. 31, 2018",TKR,77880000.0
17,"Dec. 31, 2017",TKR,77700000.0
18,"Sept. 30, 2017",TKR,77620000.0
19,"June 30, 2017",TKR,77840000.0
20,"March 31, 2017",TKR,77990000.0
21,"Feb. 22, 2017",TKR,78080000.0
22,"Jan. 31, 2017",TKR,77570000.0
23,"Dec. 31, 2016",TKR,77450000.0
24,"Sept. 30, 2016",TKR,77810000.0
0,"Jan. 12, 2021",EDRY,2350000.0
1,"Nov. 12, 2020",EDRY,2305000.0
2,"Sept. 30, 2020",EDRY,2305000.0
3,"June 30, 2020",EDRY,2305000.0
4,"June 23, 2020",EDRY,2305000.0
5,"May 21, 2020",EDRY,2305000.0
6,"May 13, 2020",EDRY,2305000.0
7,"May 11, 2020",EDRY,2305000.0
8,"May 6, 2020",EDRY,2305000.0
9,"April 22, 2020",EDRY,2305000.0
10,"April 8, 2020",EDRY,2255000.0
0,"Oct. 21, 2020",BCPC,32350000.0
1,"Sept. 30, 2020",BCPC,32340000.000000004
2,"July 23, 2020",BCPC,32350000.0
3,"June 30, 2020",BCPC,32340000.000000004
4,"April 23, 2020",BCPC,32320000.0
5,"April 21, 2020",BCPC,32320000.0
6,"April 1, 2020",BCPC,32280000.0
7,"March 31, 2020",BCPC,32320000.0
8,"Feb. 13, 2020",BCPC,32250000.0
9,"Dec. 31, 2019",BCPC,32200000.000000004
10,"Oct. 30, 2019",BCPC,32170000.0
11,"Sept. 30, 2019",BCPC,32170000.0
12,"July 25, 2019",BCPC,32360000.0
13,"June 30, 2019",BCPC,32360000.0
14,"April 25, 2019",BCPC,32330000.0
15,"April 23, 2019",BCPC,32330000.0
16,"April 1, 2019",BCPC,32100000.0
17,"March 31, 2019",BCPC,32330000.0
18,"Feb. 21, 2019",BCPC,32270000.000000004
19,"Dec. 31, 2018",BCPC,32259999.999999996
20,"Oct. 30, 2018",BCPC,32250000.0
21,"Sept. 30, 2018",BCPC,32250000.0
22,"July 27, 2018",BCPC,32210000.0
23,"June 30, 2018",BCPC,32210000.0
24,"April 27, 2018",BCPC,32110000.0
0,"Dec. 31, 2020",HTLD,80650000.0
1,"Nov. 6, 2020",HTLD,80800000.0
2,"Sept. 30, 2020",HTLD,81370000.0
3,"July 31, 2020",HTLD,81370000.0
4,"July 24, 2020",HTLD,81370000.0
5,"July 21, 2020",HTLD,81370000.0
6,"June 30, 2020",HTLD,81360000.0
7,"April 30, 2020",HTLD,81350000.0
8,"March 31, 2020",HTLD,81340000.0
9,"March 16, 2020",HTLD,81450000.0
10,"Feb. 17, 2020",HTLD,82140000.0
11,"Dec. 31, 2019",HTLD,82030000.0
12,"Oct. 31, 2019",HTLD,82020000.0
13,"Sept. 30, 2019",HTLD,82020000.0
14,"July 31, 2019",HTLD,81980000.0
15,"June 30, 2019",HTLD,81970000.0
16,"April 30, 2019",HTLD,81980000.0
17,"March 31, 2019",HTLD,81940000.0
18,"March 18, 2019",HTLD,81960000.0
19,"Feb. 15, 2019",HTLD,81930000.0
20,"Dec. 31, 2018",HTLD,81930000.0
21,"Oct. 31, 2018",HTLD,81930000.0
22,"Sept. 30, 2018",HTLD,81930000.0
23,"July 31, 2018",HTLD,81930000.0
24,"June 30, 2018",HTLD,82150000.0
0,"Nov. 27, 2020",SPCB,18790000.0
1,"June 30, 2020",SPCB,16210000.0
2,"Dec. 31, 2019",SPCB,16210000.0
3,"Nov. 8, 2019",SPCB,16290000.0
4,"June 30, 2019",SPCB,16160000.0
5,"Dec. 31, 2018",SPCB,16129999.999999998
6,"June 30, 2018",SPCB,14960000.0
7,"May 14, 2018",SPCB,14960000.0
8,"Dec. 31, 2017",SPCB,14960000.0
9,"June 30, 2017",SPCB,14940000.0
10,"May 22, 2017",SPCB,14940000.0
11,"Dec. 31, 2016",SPCB,14940000.0
12,"June 30, 2016",SPCB,15020000.0
13,"May 12, 2016",SPCB,15000000.0
14,"Dec. 31, 2015",SPCB,15490000.0
15,"June 30, 2015",SPCB,16270000.0
16,"March 23, 2015",SPCB,13740000.0
17,"Dec. 31, 2014",SPCB,13740000.0
18,"June 30, 2014",SPCB,13700000.0
19,"April 20, 2014",SPCB,13300000.0
0,"Sept. 30, 2020",BCE,904330000.0
1,"June 30, 2020",BCE,904330000.0
2,"March 31, 2020",BCE,904330000.0
3,"March 5, 2020",BCE,904250000.0
4,"Dec. 31, 2019",BCE,903910000.0
5,"Sept. 30, 2019",BCE,903690000.0
6,"June 30, 2019",BCE,900100000.0
7,"March 31, 2019",BCE,898800000.0
8,"March 7, 2019",BCE,898430000.0
9,"Dec. 31, 2018",BCE,898200000.0
10,"Sept. 30, 2018",BCE,898000000.0
11,"June 30, 2018",BCE,898000000.0
12,"March 31, 2018",BCE,898000000.0
13,"March 13, 2018",BCE,897930000.0
14,"March 8, 2018",BCE,901050000.0
15,"Feb. 1, 2018",BCE,901030000.0
16,"Jan. 5, 2018",BCE,900460000.0
17,"Dec. 31, 2017",BCE,901000000.0
18,"Sept. 30, 2017",BCE,900400000.0
19,"June 30, 2017",BCE,900400000.0
20,"March 31, 2017",BCE,899530000.0
21,"March 17, 2017",BCE,898350000.0
22,"March 2, 2017",BCE,870900000.0
23,"Dec. 31, 2016",BCE,870710000.0
24,"Sept. 30, 2016",BCE,870200000.0
0,"Nov. 9, 2020",FUSB,6177000.0
1,"Sept. 30, 2020",FUSB,6177000.0
2,"Aug. 10, 2020",FUSB,6177000.0
3,"June 30, 2020",FUSB,6176000.0
4,"May 12, 2020",FUSB,6143000.0
5,"March 31, 2020",FUSB,6143000.0
6,"March 16, 2020",FUSB,6143000.0
7,"March 11, 2020",FUSB,6143000.0
8,"Dec. 31, 2019",FUSB,6158000.0
9,"Nov. 4, 2019",FUSB,6222000.0
10,"Sept. 30, 2019",FUSB,6222000.0
11,"Aug. 6, 2019",FUSB,6306000.0
12,"June 30, 2019",FUSB,6306000.0
13,"May 8, 2019",FUSB,6304000.0
14,"March 31, 2019",FUSB,6304000.0
15,"March 13, 2019",FUSB,6304000.0
16,"Dec. 31, 2018",FUSB,6298000.0
17,"Nov. 8, 2018",FUSB,6297000.0
18,"Sept. 30, 2018",FUSB,6297000.0
19,"Aug. 6, 2018",FUSB,6092000.0
20,"June 30, 2018",FUSB,6092000.0
21,"May 4, 2018",FUSB,6087000.0
22,"March 31, 2018",FUSB,6087000.0
23,"March 15, 2018",FUSB,6087000.0
24,"March 6, 2018",FUSB,6087000.0
0,"Nov. 11, 2020",ISR,87230000.0
1,"Oct. 22, 2020",ISR,87230000.0
2,"Oct. 15, 2020",ISR,68900000.0
3,"Sept. 30, 2020",ISR,68900000.0
4,"Sept. 21, 2020",ISR,68900000.0
5,"June 30, 2020",ISR,68900000.0
6,"May 11, 2020",ISR,67650000.0
7,"March 31, 2020",ISR,67650000.0
8,"March 30, 2020",ISR,67650000.0
9,"Feb. 19, 2020",ISR,67650000.0
10,"Feb. 11, 2020",ISR,67650000.0
11,"Feb. 10, 2020",ISR,67650000.0
12,"Jan. 21, 2020",ISR,67390000.0
13,"Dec. 31, 2019",ISR,67390000.0
14,"Nov. 11, 2019",ISR,67390000.0
15,"Oct. 17, 2019",ISR,67390000.0
16,"Sept. 30, 2019",ISR,67390000.0
17,"Sept. 24, 2019",ISR,67390000.0
18,"June 30, 2019",ISR,67390000.0
19,"May 8, 2019",ISR,67340000.0
20,"March 31, 2019",ISR,67340000.0
21,"Feb. 11, 2019",ISR,67330000.0
22,"Dec. 31, 2018",ISR,67330000.0
23,"Nov. 9, 2018",ISR,67330000.0
24,"Oct. 24, 2018",ISR,67330000.0
0,"Nov. 11, 2020",NEWT,21780000.0
1,"Sept. 30, 2020",NEWT,21440000.0
2,"Aug. 6, 2020",NEWT,21180000.0
3,"June 30, 2020",NEWT,20900000.0
4,"June 8, 2020",NEWT,20900000.0
5,"May 29, 2020",NEWT,20910000.0
6,"May 8, 2020",NEWT,20900000.0
7,"April 29, 2020",NEWT,20910000.0
8,"April 22, 2020",NEWT,20910000.0
9,"March 31, 2020",NEWT,20840000.0
10,"March 13, 2020",NEWT,20820000.0
11,"Dec. 31, 2019",NEWT,20530000.0
12,"Nov. 11, 2019",NEWT,19820000.0
13,"Sept. 30, 2019",NEWT,19450000.0
14,"Aug. 8, 2019",NEWT,19160000.0
15,"June 30, 2019",NEWT,19140000.0
16,"June 21, 2019",NEWT,19120000.0
17,"June 14, 2019",NEWT,19120000.0
18,"May 3, 2019",NEWT,19120000.0
19,"April 30, 2019",NEWT,19110000.0
20,"April 18, 2019",NEWT,19110000.0
21,"March 31, 2019",NEWT,19070000.0
22,"March 14, 2019",NEWT,19060000.0
23,"Dec. 31, 2018",NEWT,18920000.0
24,"Nov. 8, 2018",NEWT,18900000.0
0,"Oct. 31, 2020",BBCP,56460000.0
1,"Sept. 8, 2020",BBCP,58200000.0
2,"July 31, 2020",BBCP,58200000.0
3,"June 5, 2020",BBCP,58220000.0
4,"April 30, 2020",BBCP,56470000.0
5,"March 9, 2020",BBCP,58220000.0
6,"Feb. 28, 2020",BBCP,58250000.0
7,"Feb. 26, 2020",BBCP,58250000.0
8,"Jan. 31, 2020",BBCP,58220000.0
9,"Jan. 10, 2020",BBCP,58260000.0
10,"Oct. 31, 2019",BBCP,58200000.0
11,"Sept. 13, 2019",BBCP,58200000.0
12,"Sept. 4, 2019",BBCP,58200000.0
0,"Sept. 30, 2020",TIGO,101210000.0
1,"June 30, 2020",TIGO,101180000.0
2,"April 3, 2020",TIGO,101070000.0
3,"March 31, 2020",TIGO,101080000.0
4,"March 27, 2020",TIGO,101080000.0
5,"March 20, 2020",TIGO,101090000.0
6,"March 13, 2020",TIGO,101300000.0
7,"March 6, 2020",TIGO,101380000.0
8,"Dec. 31, 2019",TIGO,101740000.0
9,"Oct. 23, 2019",TIGO,101140000.0
10,"Sept. 30, 2019",TIGO,101140000.0
11,"June 30, 2019",TIGO,101120000.0
12,"March 31, 2019",TIGO,101090000.0
13,"Dec. 31, 2018",TIGO,101740000.0
14,"Sept. 30, 2018",TIGO,100820000.0
15,"June 30, 2018",TIGO,100810000.0
16,"March 31, 2018",TIGO,101740000.0
17,"Dec. 31, 2017",TIGO,100540000.0
18,"Sept. 30, 2017",TIGO,100550000.0
0,"Oct. 8, 2020",CLWT,3093000.0
1,"Aug. 25, 2020",CLWT,3093000.0
2,"June 30, 2020",CLWT,3093000.0
3,"June 3, 2020",CLWT,3093000.0
4,"Dec. 31, 2019",CLWT,3093000.0
5,"July 22, 2019",CLWT,3093000.0
6,"June 30, 2019",CLWT,3093000.0
7,"May 7, 2019",CLWT,3093000.0
8,"Dec. 31, 2018",CLWT,3093000.0
9,"June 30, 2018",CLWT,3093000.0
10,"April 20, 2018",CLWT,3093000.0
11,"Dec. 31, 2017",CLWT,3093000.0
12,"June 30, 2017",CLWT,3093000.0
13,"April 20, 2017",CLWT,3093000.0
14,"Dec. 31, 2016",CLWT,3093000.0
15,"July 21, 2016",CLWT,3093000.0
16,"June 30, 2016",CLWT,3093000.0
17,"April 4, 2016",CLWT,3104000.0
18,"Dec. 31, 2015",CLWT,3093000.0
19,"June 30, 2015",CLWT,3094000.0
20,"Dec. 31, 2014",CLWT,3104000.0
21,"June 30, 2014",CLWT,3104000.0
22,"Dec. 31, 2013",CLWT,3104000.0
23,"June 30, 2013",CLWT,3344000.0
24,"Dec. 31, 2012",CLWT,3104000.0
0,"Jan. 11, 2021",ALRN,83610000.0
1,"Jan. 5, 2021",ALRN,50980000.0
2,"Dec. 31, 2020",ALRN,43800000.0
3,"Dec. 29, 2020",ALRN,41990000.0
4,"Nov. 11, 2020",ALRN,40680000.0
5,"Sept. 30, 2020",ALRN,39870000.0
6,"Sept. 25, 2020",ALRN,39850000.0
7,"Sept. 21, 2020",ALRN,39850000.0
8,"Aug. 4, 2020",ALRN,39260000.0
9,"June 30, 2020",ALRN,39260000.0
10,"June 10, 2020",ALRN,39250000.0
11,"May 31, 2020",ALRN,29090000.0
12,"May 8, 2020",ALRN,29090000.0
13,"April 23, 2020",ALRN,28360000.0
14,"April 1, 2020",ALRN,27810000.0
15,"March 31, 2020",ALRN,27810000.0
16,"March 20, 2020",ALRN,27810000.0
17,"Dec. 31, 2019",ALRN,27810000.0
18,"Nov. 5, 2019",ALRN,27810000.0
19,"Sept. 30, 2019",ALRN,27810000.0
20,"Aug. 5, 2019",ALRN,27810000.0
21,"June 30, 2019",ALRN,26710000.0
22,"May 31, 2019",ALRN,26710000.0
0,"Nov. 16, 2020",HUSN,6406000.0
1,"Nov. 10, 2020",HUSN,6406000.0
2,"Oct. 29, 2020",HUSN,6406000.0
3,"Oct. 28, 2020",HUSN,6404000.0
4,"Oct. 15, 2020",HUSN,6404000.0
5,"Oct. 10, 2020",HUSN,6404000.0
6,"Aug. 21, 2020",HUSN,6404000.0
7,"July 31, 2020",HUSN,6404000.0
8,"July 28, 2020",HUSN,5693000.0
9,"June 30, 2020",HUSN,5693000.0
10,"June 23, 2020",HUSN,5693000.0
11,"June 18, 2020",HUSN,4823000.0
0,"Oct. 28, 2020",PBI,173110000.0
1,"Sept. 30, 2020",PBI,171920000.0
2,"July 31, 2020",PBI,173080000.0
3,"June 30, 2020",PBI,171600000.0
4,"April 30, 2020",PBI,172630000.0
5,"March 31, 2020",PBI,171390000.0
6,"March 6, 2020",PBI,171350000.0
7,"March 1, 2020",PBI,171350000.0
8,"Jan. 31, 2020",PBI,171150000.0
9,"Dec. 31, 2019",PBI,170450000.0
10,"Oct. 31, 2019",PBI,170850000.0
11,"Sept. 30, 2019",PBI,170160000.0
12,"July 29, 2019",PBI,170900000.0
13,"June 30, 2019",PBI,170940000.0
14,"April 30, 2019",PBI,180730000.0
15,"March 31, 2019",PBI,182530000.0
16,"March 8, 2019",PBI,185110000.0
17,"March 1, 2019",PBI,185910000.0
18,"Jan. 31, 2019",PBI,188240000.0
19,"Dec. 31, 2018",PBI,187680000.0
20,"Oct. 30, 2018",PBI,187620000.0
21,"Sept. 30, 2018",PBI,187620000.0
22,"July 25, 2018",PBI,188020000.0
23,"June 30, 2018",PBI,187230000.0
24,"May 3, 2018",PBI,187550000.0
0,"Nov. 12, 2020",YAC,43120000.0
1,"Sept. 30, 2020",YAC,43120000.0
0,"Nov. 30, 2020",THO,55370000.0
1,"Oct. 31, 2020",THO,55370000.0
2,"Oct. 19, 2020",THO,55370000.0
3,"Sept. 16, 2020",THO,55200000.0
4,"July 31, 2020",THO,55200000.0
5,"May 31, 2020",THO,55200000.0
6,"April 30, 2020",THO,55200000.0
7,"Feb. 28, 2020",THO,55200000.0
8,"Jan. 31, 2020",THO,55200000.0
9,"Nov. 29, 2019",THO,55200000.0
10,"Oct. 31, 2019",THO,55200000.0
11,"Oct. 18, 2019",THO,55200000.0
12,"Sept. 16, 2019",THO,55060000.0
13,"July 31, 2019",THO,55060000.0
14,"May 31, 2019",THO,55060000.0
15,"April 30, 2019",THO,55060000.0
16,"Feb. 28, 2019",THO,55060000.0
17,"Feb. 1, 2019",THO,55060000.0
18,"Jan. 31, 2019",THO,52810000.0
19,"Oct. 31, 2018",THO,52810000.0
20,"Oct. 15, 2018",THO,52810000.0
21,"Aug. 31, 2018",THO,52700000.0
22,"July 31, 2018",THO,52700000.0
23,"May 31, 2018",THO,52700000.0
24,"April 30, 2018",THO,52700000.0
0,"Nov. 4, 2020",HST,705330000.0
1,"Sept. 30, 2020",HST,705300000.0
2,"July 28, 2020",HST,705260000.0
3,"June 30, 2020",HST,705200000.0
4,"May 6, 2020",HST,704960000.0
5,"March 31, 2020",HST,704900000.0
6,"Feb. 20, 2020",HST,705880000.0
7,"Dec. 31, 2019",HST,713400000.0
8,"Nov. 5, 2019",HST,717180000.0
9,"Sept. 30, 2019",HST,718500000.0
10,"Aug. 6, 2019",HST,729900000.0
11,"June 30, 2019",HST,730000000.0
12,"May 1, 2019",HST,740890000.0
13,"April 30, 2019",HST,740400000.0
14,"March 31, 2019",HST,740900000.0
15,"March 22, 2019",HST,740390000.0
16,"Feb. 19, 2019",HST,740470000.0
17,"Dec. 31, 2018",HST,740400000.0
18,"Nov. 1, 2018",HST,742060000.0
19,"Sept. 30, 2018",HST,740000000.0
20,"Aug. 6, 2018",HST,741680000.0
21,"June 30, 2018",HST,739800000.0
22,"May 1, 2018",HST,741340000.0
23,"March 31, 2018",HST,739500000.0
24,"Feb. 21, 2018",HST,741510000.0
0,"Oct. 27, 2020",JAZZ,55710000.0
1,"Sept. 30, 2020",JAZZ,55590000.0
2,"July 28, 2020",JAZZ,55460000.0
3,"June 30, 2020",JAZZ,55460000.0
4,"June 3, 2020",JAZZ,55350000.0
5,"May 1, 2020",JAZZ,55330000.0
6,"April 28, 2020",JAZZ,55330000.0
7,"April 16, 2020",JAZZ,55350000.0
8,"March 31, 2020",JAZZ,55370000.0
9,"Feb. 18, 2020",JAZZ,56130000.0
10,"Dec. 31, 2019",JAZZ,56140000.0
11,"Oct. 31, 2019",JAZZ,56570000.0
12,"Sept. 30, 2019",JAZZ,56620000.0
13,"July 31, 2019",JAZZ,56620000.0
14,"June 30, 2019",JAZZ,56630000.0
15,"June 5, 2019",JAZZ,56640000.0
16,"May 13, 2019",JAZZ,56580000.0
17,"April 30, 2019",JAZZ,56660000.0
18,"April 18, 2019",JAZZ,56770000.0
19,"March 31, 2019",JAZZ,56900000.0
20,"Feb. 19, 2019",JAZZ,57060000.0
21,"Dec. 31, 2018",JAZZ,57500000.0
22,"Oct. 31, 2018",JAZZ,60320000.0
23,"July 31, 2018",JAZZ,60410000.0
24,"June 6, 2018",JAZZ,60290000.0
0,"Oct. 26, 2020",CMG,27980000.0
1,"Sept. 30, 2020",CMG,27980000.0
2,"July 24, 2020",CMG,27970000.0
3,"June 30, 2020",CMG,27960000.0
4,"April 24, 2020",CMG,27890000.0
5,"March 31, 2020",CMG,27820000.0
6,"March 26, 2020",CMG,27810000.0
7,"Jan. 31, 2020",CMG,27770000.0
8,"Dec. 31, 2019",CMG,27760000.0
9,"Oct. 18, 2019",CMG,27800000.0
10,"Sept. 30, 2019",CMG,27800000.0
11,"July 19, 2019",CMG,27720000.0
12,"June 30, 2019",CMG,27720000.0
13,"April 22, 2019",CMG,27710000.0
14,"March 31, 2019",CMG,27720000.0
15,"March 26, 2019",CMG,27730000.0
16,"Feb. 4, 2019",CMG,27660000.0
17,"Dec. 31, 2018",CMG,27700000.0
18,"Oct. 23, 2018",CMG,27790000.0
19,"Sept. 30, 2018",CMG,27790000.0
20,"July 23, 2018",CMG,27800000.0
21,"June 30, 2018",CMG,27810000.0
22,"April 20, 2018",CMG,27790000.0
23,"March 31, 2018",CMG,27830000.0
24,"March 23, 2018",CMG,27840000.0
0,"Dec. 15, 2020",AEY,12030000.0
1,"Sept. 30, 2020",AEY,11820000.0
2,"July 31, 2020",AEY,11790000.0
3,"June 30, 2020",AEY,11290000.0
4,"April 30, 2020",AEY,10470000.0
5,"April 20, 2020",AEY,10470000.0
6,"March 31, 2020",AEY,10470000.0
7,"March 23, 2020",AEY,10440000.0
8,"Feb. 28, 2020",AEY,10440000.0
9,"Jan. 31, 2020",AEY,10360000.0
10,"Jan. 22, 2020",AEY,10360000.0
11,"Dec. 31, 2019",AEY,10360000.0
12,"Nov. 30, 2019",AEY,10360000.0
13,"Sept. 30, 2019",AEY,10360000.0
14,"July 31, 2019",AEY,10360000.0
15,"July 17, 2019",AEY,10360000.0
16,"June 30, 2019",AEY,10360000.0
17,"April 30, 2019",AEY,10360000.0
18,"April 10, 2019",AEY,10360000.0
19,"March 31, 2019",AEY,10360000.0
20,"Jan. 31, 2019",AEY,10360000.0
21,"Dec. 31, 2018",AEY,10360000.0
22,"Nov. 30, 2018",AEY,10310000.0
23,"Sept. 30, 2018",AEY,10310000.0
24,"July 31, 2018",AEY,10310000.0
0,"June 8, 2020",TAL,600390000.0
1,"Feb. 29, 2020",TAL,599570000.0
2,"May 8, 2019",TAL,591800000.0
3,"Feb. 28, 2019",TAL,591230000.0
4,"May 31, 2018",TAL,567340000.0
5,"Feb. 28, 2018",TAL,566930000.0
6,"May 31, 2017",TAL,500900000.0
7,"Feb. 28, 2017",TAL,493810000.0
0,"Nov. 23, 2020",BYSI,39140000.0
1,"Sept. 30, 2020",BYSI,30520000.0
2,"July 15, 2020",BYSI,30500000.0
3,"June 30, 2020",BYSI,30120000.0
4,"June 23, 2020",BYSI,30110000.0
5,"March 31, 2020",BYSI,27890000.0
6,"March 10, 2020",BYSI,27890000.0
7,"Dec. 31, 2019",BYSI,27890000.0
8,"Oct. 29, 2019",BYSI,27820000.0
9,"Sept. 30, 2019",BYSI,25960000.0
10,"July 19, 2019",BYSI,25960000.0
11,"July 17, 2019",BYSI,23910000.0
12,"July 16, 2019",BYSI,23910000.0
13,"June 30, 2019",BYSI,23590000.0
14,"March 31, 2019",BYSI,23180000.0
15,"March 25, 2019",BYSI,23180000.0
0,"Oct. 31, 2020",TCFC,5914000.0
1,"Oct. 14, 2020",TCFC,5942000.0
2,"Sept. 30, 2020",TCFC,5912000.0
3,"July 31, 2020",TCFC,5913000.0
4,"June 30, 2020",TCFC,5912000.0
5,"May 1, 2020",TCFC,5912000.0
6,"March 31, 2020",TCFC,5910000.0
7,"March 23, 2020",TCFC,5910000.0
8,"March 2, 2020",TCFC,5901000.0
9,"Dec. 31, 2019",TCFC,5900000.0
10,"Nov. 1, 2019",TCFC,5585000.0
11,"Sept. 30, 2019",TCFC,5584000.0
12,"Aug. 2, 2019",TCFC,5584000.0
13,"June 30, 2019",TCFC,5582000.0
14,"May 3, 2019",TCFC,5582000.0
15,"March 31, 2019",TCFC,5582000.0
16,"March 18, 2019",TCFC,5582000.0
17,"March 1, 2019",TCFC,5582000.0
18,"Dec. 31, 2018",TCFC,5578000.0
19,"Nov. 1, 2018",TCFC,5578000.0
20,"Sept. 30, 2018",TCFC,5575000.0
21,"Aug. 3, 2018",TCFC,5575000.0
22,"June 30, 2018",TCFC,5574000.0
23,"May 2, 2018",TCFC,5574000.0
24,"March 31, 2018",TCFC,5574000.0
0,"Oct. 31, 2020",CXDO,17960000.0
1,"Oct. 21, 2020",CXDO,17960000.0
2,"Sept. 30, 2020",CXDO,17540000.0
3,"Sept. 28, 2020",CXDO,17000000.0
4,"Aug. 31, 2020",CXDO,15250000.0
5,"July 31, 2020",CXDO,15180000.0
6,"June 30, 2020",CXDO,15100000.0
7,"June 8, 2020",CXDO,15070000.0
8,"April 30, 2020",CXDO,15020000.0
9,"March 31, 2020",CXDO,14940000.0
10,"Feb. 28, 2020",CXDO,14900000.0
11,"Dec. 31, 2019",CXDO,14880000.0
12,"Oct. 31, 2019",CXDO,14710000.0
13,"Sept. 30, 2019",CXDO,14710000.0
14,"Sept. 20, 2019",CXDO,14710000.0
15,"Aug. 2, 2019",CXDO,14620000.0
16,"June 30, 2019",CXDO,14580000.0
17,"April 26, 2019",CXDO,14400000.0
18,"March 31, 2019",CXDO,14400000.0
19,"Feb. 28, 2019",CXDO,14390000.0
20,"Dec. 31, 2018",CXDO,14390000.0
21,"Oct. 31, 2018",CXDO,14390000.0
22,"Sept. 30, 2018",CXDO,14390000.0
23,"July 31, 2018",CXDO,14320000.0
24,"June 30, 2018",CXDO,14310000.0
0,"Oct. 30, 2020",CNK,118160000.0
1,"Sept. 30, 2020",CNK,118160000.0
2,"July 24, 2020",CNK,117670000.0
3,"June 30, 2020",CNK,117680000.0
4,"May 15, 2020",CNK,117590000.0
5,"March 31, 2020",CNK,117520000.0
6,"March 26, 2020",CNK,117530000.0
