,ticker,ebit_date,ebit,ass_tot_date,ass_tot,book_equ_date,book_equ,share_rep_date,share_rep
0,GLOP,2020-09-30,26226000,2020-09-30,2333186000.0,2020-09-30,591302000.0,2020-09-30,
1,GLOP,2020-06-30,39675000,2020-06-30,2345802000.0,2020-06-30,591962000.0,2020-06-30,
2,GLOP,2020-03-31,43603000,2020-03-31,2366574000.0,2020-03-31,597083000.0,2020-03-31,-996000.0
3,GLOP,2019-12-31,45772000,2019-12-31,2396944000.0,2019-12-31,618082000.0,2019-12-31,-2860000.0
0,NKE,2020-11-30,1717000000,2020-11-30,34836000000.0,2020-11-30,10640000000.0,2020-11-30,
1,NKE,2020-08-31,1906000000,2020-08-31,33258000000.0,2020-08-31,9224000000.0,2020-08-31,
2,NKE,2020-05-31,-838000000,2020-05-31,31342000000.0,2020-05-31,8055000000.0,2020-05-31,-202000000.0
3,NKE,2020-02-29,1190000000,2020-02-29,26220000000.0,2020-02-29,9045000000.0,2020-02-29,-944000000.0
0,SEB,2020-09-26,29000000,2020-09-26,5976000000.0,2020-09-26,3535000000.0,2020-09-26,
1,SEB,2020-06-27,11000000,2020-06-27,5873000000.0,2020-06-27,3380000000.0,2020-06-27,
2,SEB,2020-03-28,63000000,2020-03-28,6155000000.0,2020-03-28,3427000000.0,2020-03-28,-13000000.0
3,SEB,2019-12-31,82000000,2019-12-31,6285000000.0,2019-12-31,3544000000.0,2019-12-31,-13000000.0
0,BSY,2020-09-30,41927000,2020-09-30,1090497000.0,2020-09-30,7173000.0,2020-09-30,-3169000.0
1,BSY,2020-06-30,47780500,2020-06-30,1059169000.0,2020-06-30,379744000.0,2020-06-30,-34653500.0
2,BSY,2020-03-31,47780500,2020-03-31,1059169000.0,2020-03-31,379744000.0,2020-03-31,-34653500.0
3,BSY,2019-09-30,41549000,2019-09-30,,2019-09-30,,2019-09-30,-2390000.0
0,TFX,2020-09-27,128433000,2020-09-27,6613288000.0,2020-09-27,3236203000.0,2020-09-27,
1,TFX,2020-06-28,57815000,2020-06-28,6765130000.0,2020-06-28,3097402000.0,2020-06-28,
2,TFX,2020-03-29,113637000,2020-03-29,6701564000.0,2020-03-29,3073024000.0,2020-03-29,-3022000.0
3,TFX,2019-12-31,133861000,2019-12-31,6309820000.0,2019-12-31,2979320000.0,2019-12-31,-3022000.0
0,LGIH,2020-09-30,78837000,2020-09-30,1762843000.0,2020-09-30,1012670000.0,2020-09-30,
1,LGIH,2020-06-30,69086000,2020-06-30,1636375000.0,2020-06-30,918782000.0,2020-06-30,
2,LGIH,2020-03-31,54501000,2020-03-31,1719044000.0,2020-03-31,859605000.0,2020-03-31,-31335000.0
3,LGIH,2019-12-31,85064000,2019-12-31,1666115000.0,2019-12-31,845193000.0,2019-12-31,-31335000.0
0,TTD,2020-09-30,42782000,2020-09-30,2138428000.0,2020-09-30,832627000.0,2020-09-30,-6455000.0
1,TTD,2020-06-30,-15772000,2020-06-30,1848971000.0,2020-06-30,758351000.0,2020-06-30,-2836000.0
2,TTD,2020-03-31,10766000,2020-03-31,1767204000.0,2020-03-31,674034000.0,2020-03-31,-4893000.0
3,TTD,2019-12-31,52650000,2019-12-31,1728761000.0,2019-12-31,612517000.0,2019-12-31,-14590000.0
0,CMTL,2020-10-31,5467000,2020-10-31,918511000.0,2020-10-31,460152000.0,2020-10-31,-2737000.0
1,CMTL,2020-07-31,9173000,2020-07-31,929647000.0,2020-07-31,549299000.0,2020-07-31,-2000.0
2,CMTL,2020-04-30,2847000,2020-04-30,951732000.0,2020-04-30,545825000.0,2020-04-30,-28000.0
3,CMTL,2020-01-31,11997000,2020-01-31,949942000.0,2020-01-31,551203000.0,2020-01-31,-686000.0
0,BLDR,2020-09-30,139758000,2020-09-30,4014934000.0,2020-09-30,1007865000.0,2020-09-30,
1,BLDR,2020-06-30,129255000,2020-06-30,3764678000.0,2020-06-30,915934000.0,2020-06-30,-319000.0
2,BLDR,2020-03-31,64347000,2020-03-31,3561358000.0,2020-03-31,833538000.0,2020-03-31,-3834000.0
3,BLDR,2019-12-31,75138000,2019-12-31,3249490000.0,2019-12-31,824953000.0,2019-12-31,-3834000.0
0,PROG,2020-09-30,-44571000,2020-09-30,119617000.0,2020-09-30,-60420000.0,2020-09-30,-593000.0
1,PROG,2020-06-30,-46720000,2020-06-30,186416000.0,2020-06-30,-17160000.0,2020-06-30,-593000.0
2,PROG,2020-03-31,-52526000,2020-03-31,110951000.0,2020-03-31,-84906000.0,2020-03-31,-593000.0
3,PROG,2019-12-31,-48973000,2019-12-31,101727000.0,2019-12-31,-83980000.0,2019-12-31,-593000.0
0,MRNS,2020-09-30,-15699000,2020-09-30,99526000.0,2020-09-30,78725000.0,2020-09-30,-106000.0
1,MRNS,2020-06-30,-15882000,2020-06-30,113443000.0,2020-06-30,92400000.0,2020-06-30,-106000.0
2,MRNS,2020-03-31,-18854000,2020-03-31,84558000.0,2020-03-31,43113000.0,2020-03-31,-106000.0
3,MRNS,2019-12-31,-15172000,2019-12-31,98842000.0,2019-12-31,59569000.0,2019-12-31,-106000.0
0,ZUMZ,2020-10-31,40165000,2020-10-31,974154000.0,2020-10-31,499186000.0,2020-10-31,
1,ZUMZ,2020-08-01,33112000,2020-08-01,936896000.0,2020-08-01,470026000.0,2020-08-01,
2,ZUMZ,2020-05-02,-27848000,2020-05-02,861433000.0,2020-05-02,431154000.0,2020-05-02,-13510000.0
3,ZUMZ,2020-02-01,49056000,2020-02-01,914258000.0,2020-02-01,466086000.0,2020-02-01,-84000.0
0,RLGT,2020-09-30,4787000,2020-09-30,288862000.0,2020-09-30,138304000.0,2020-09-30,-309000.0
1,RLGT,2020-06-30,9651000,2020-06-30,300040000.0,2020-06-30,137366000.0,2020-06-30,-53000.0
2,RLGT,2020-03-31,708000,2020-03-31,304385000.0,2020-03-31,132228000.0,2020-03-31,-1493000.0
3,RLGT,2019-12-31,4586000,2019-12-31,287149000.0,2019-12-31,132298000.0,2019-12-31,-1000000.0
0,PLPC,2020-09-30,16790000,2020-09-30,452041000.0,2020-09-30,279575000.0,2020-09-30,-1311000.0
1,PLPC,2020-06-30,15107000,2020-06-30,436266000.0,2020-06-30,264161000.0,2020-06-30,-3011000.0
2,PLPC,2020-03-31,5153000,2020-03-31,413257000.0,2020-03-31,251512000.0,2020-03-31,-3980000.0
3,PLPC,2019-12-31,7823000,2019-12-31,433571000.0,2019-12-31,268535000.0,2019-12-31,-2325000.0
0,USNA,2020-09-26,45355000,2020-09-26,577532000.0,2020-09-26,389117000.0,2020-09-26,-43000.0
1,USNA,2020-06-27,39586000,2020-06-27,512151000.0,2020-06-27,349076000.0,2020-06-27,-75000.0
2,USNA,2020-03-28,39012000,2020-03-28,473750000.0,2020-03-28,317608000.0,2020-03-28,-58852000.0
3,USNA,2019-12-28,44571000,2019-12-28,516934000.0,2019-12-28,351712000.0,2019-12-28,-305000.0
0,KFRC,2020-09-30,27194000,2020-09-30,478226000.0,2020-09-30,170206000.0,2020-09-30,-30000.0
1,KFRC,2020-06-30,16210000,2020-06-30,438833000.0,2020-06-30,152476000.0,2020-06-30,-10123000.0
2,KFRC,2020-03-31,13790000,2020-03-31,405488000.0,2020-03-31,153399000.0,2020-03-31,-19470000.0
3,KFRC,2019-12-31,19332000,2019-12-31,381125000.0,2019-12-31,167263000.0,2019-12-31,-32506000.0
0,SPOK,2020-09-30,2732000,2020-09-30,322273000.0,2020-09-30,248022000.0,2020-09-30,
1,SPOK,2020-06-30,3159000,2020-06-30,313695000.0,2020-06-30,245681000.0,2020-06-30,
2,SPOK,2020-03-31,-4108000,2020-03-31,310802000.0,2020-03-31,242780000.0,2020-03-31,-903000.0
3,SPOK,2019-12-31,-3391000,2019-12-31,319872000.0,2019-12-31,250094000.0,2019-12-31,-903000.0
0,BMI,2020-09-30,19493000,2020-09-30,448636000.0,2020-09-30,351543000.0,2020-09-30,-61000.0
1,BMI,2020-06-30,12620000,2020-06-30,439533000.0,2020-06-30,341143000.0,2020-06-30,-406000.0
2,BMI,2020-03-31,15971000,2020-03-31,430956000.0,2020-03-31,335721000.0,2020-03-31,-2467000.0
3,BMI,2019-12-31,16178000,2019-12-31,421893000.0,2019-12-31,331068000.0,2019-12-31,-1849000.0
0,SLB,2020-12-31,504000000,2020-12-31,42569000000.0,2020-12-31,12489000000.0,2020-12-31,
1,SLB,2020-09-30,412000000,2020-09-30,44066000000.0,2020-09-30,11941000000.0,2020-09-30,
2,SLB,2020-06-30,208000000,2020-06-30,44667000000.0,2020-06-30,12040000000.0,2020-06-30,
3,SLB,2020-03-31,531000000,2020-03-31,48594000000.0,2020-03-31,15561000000.0,2020-03-31,-26000000.0
0,WD,2020-09-30,0,2020-09-30,5299703000.0,2020-09-30,1115125000.0,2020-09-30,-15383000.0
1,WD,2020-06-30,0,2020-06-30,3793049000.0,2020-06-30,1090551000.0,2020-06-30,-405000.0
2,WD,2020-03-31,0,2020-03-31,3311975000.0,2020-03-31,1036268000.0,2020-03-31,-26737000.0
3,WD,2019-12-31,0,2019-12-31,2675199000.0,2019-12-31,1035689000.0,2019-12-31,-826000.0
0,FLO,2020-10-03,81241000,2020-10-03,3385468000.0,2020-10-03,1351486000.0,2020-10-03,
1,FLO,2020-07-11,95400000,2020-07-11,3398794000.0,2020-07-11,1336488000.0,2020-07-11,
2,FLO,2020-04-18,118342000,2020-04-18,3413073000.0,2020-04-18,1320611000.0,2020-04-18,-783000.0
3,FLO,2019-12-28,51134000,2019-12-28,3177776000.0,2019-12-28,1263430000.0,2019-12-28,-783000.0
0,CTLT,2020-09-30,84900000,2020-09-30,7984200000.0,2020-09-30,3072100000.0,2020-09-30,-19600000.0
1,CTLT,2020-06-30,178400000,2020-06-30,7776500000.0,2020-06-30,2898800000.0,2020-06-30,-6500000.0
2,CTLT,2020-03-31,105000000,2020-03-31,7079600000.0,2020-03-31,2187700000.0,2020-03-31,-900000.0
3,CTLT,2019-12-31,91300000,2019-12-31,6195300000.0,2019-12-31,1716100000.0,2019-12-31,-6300000.0
0,PDFS,2020-09-30,-3303000,2020-09-30,310608000.0,2020-09-30,264777000.0,2020-09-30,-1024000.0
1,PDFS,2020-06-30,-3002000,2020-06-30,233696000.0,2020-06-30,197705000.0,2020-06-30,-795000.0
2,PDFS,2020-03-31,-3987000,2020-03-31,239357000.0,2020-03-31,198469000.0,2020-03-31,-1478000.0
3,PDFS,2019-12-31,-1783000,2019-12-31,239544000.0,2019-12-31,196157000.0,2019-12-31,-787000.0
0,USAK,2020-09-30,4841000,2020-09-30,342125000.0,2020-09-30,78202000.0,2020-09-30,-5000.0
1,USAK,2020-06-30,1656000,2020-06-30,342774000.0,2020-06-30,75506000.0,2020-06-30,-5000.0
2,USAK,2020-03-31,-2182000,2020-03-31,353551000.0,2020-03-31,76074000.0,2020-03-31,-57000.0
3,USAK,2019-12-31,-2810000,2019-12-31,350710000.0,2019-12-31,78211000.0,2019-12-31,-57000.0
0,QGEN,2020-09-30,149306000,2020-09-30,5771477000.0,2020-09-30,2711133000.0,2020-09-30,-6981000.0
1,QGEN,2020-06-30,150240000,2020-06-30,5343943000.0,2020-06-30,2412480000.0,2020-06-30,-508000.0
2,QGEN,2020-03-31,69336000,2020-03-31,5180952000.0,2020-03-31,2491615000.0,2020-03-31,-5933000.0
3,QGEN,2019-12-31,72442000,2019-12-31,5235616000.0,2019-12-31,2536591000.0,2019-12-31,-26305000.0
0,OOMA,2020-10-31,-522000,2020-10-31,85745000.0,2020-10-31,37474000.0,2020-10-31,-357000.0
1,OOMA,2020-07-31,-549000,2020-07-31,80633000.0,2020-07-31,34213000.0,2020-07-31,-350000.0
2,OOMA,2020-04-30,-1145000,2020-04-30,80090000.0,2020-04-30,31208000.0,2020-04-30,-472000.0
3,OOMA,2020-01-31,-2472000,2020-01-31,80611000.0,2020-01-31,28415000.0,2020-01-31,-472000.0
0,WERN,2020-09-30,59103000,2020-09-30,2140136000.0,2020-09-30,1180137000.0,2020-09-30,-6000.0
1,WERN,2020-06-30,51918000,2020-06-30,2079713000.0,2020-06-30,1136388000.0,2020-06-30,-5000.0
2,WERN,2020-03-31,28597000,2020-03-31,2088898000.0,2020-03-31,1102036000.0,2020-03-31,-12728000.0
3,WERN,2019-12-31,58627000,2019-12-31,2143864000.0,2019-12-31,1111008000.0,2019-12-31,-708000.0
0,PRAH,2020-09-30,79118000,2020-09-30,3839214000.0,2020-09-30,1325266000.0,2020-09-30,
1,PRAH,2020-06-30,43820000,2020-06-30,3722801000.0,2020-06-30,1167400000.0,2020-06-30,
2,PRAH,2020-03-31,63770000,2020-03-31,3681156000.0,2020-03-31,1107417000.0,2020-03-31,
3,PRAH,2019-12-31,102820000,2019-12-31,3544430000.0,2019-12-31,1089991000.0,2019-12-31,-114000.0
0,MNTX,2020-09-30,-591000,2020-09-30,181413000.0,2020-09-30,69333000.0,2020-09-30,
1,MNTX,2020-06-30,-1965000,2020-06-30,190143000.0,2020-06-30,69620000.0,2020-06-30,
2,MNTX,2020-03-31,1521000,2020-03-31,194507000.0,2020-03-31,71775000.0,2020-03-31,-13000.0
3,MNTX,2019-12-31,744000,2019-12-31,195402000.0,2019-12-31,79550000.0,2019-12-31,-9000.0
0,FDBC,2020-09-30,0,2020-09-30,1711043000.0,2020-09-30,161611000.0,2020-09-30,
1,FDBC,2020-06-30,0,2020-06-30,1801530000.0,2020-06-30,157160000.0,2020-06-30,-4000.0
2,FDBC,2020-03-31,0,2020-03-31,1062495000.0,2020-03-31,112140000.0,2020-03-31,-4000.0
3,FDBC,2019-12-31,0,2019-12-31,1009927000.0,2019-12-31,106835000.0,2019-12-31,-4000.0
0,RY,2020-10-31,0,2020-10-31,1624548000000.0,2020-10-31,80719000000.0,2020-10-31,-682000000.0
1,RY,2020-07-31,0,2020-07-31,1683134000000.0,2020-07-31,80571000000.0,2020-07-31,-920000000.0
2,RY,2020-04-30,0,2020-04-30,1675682000000.0,2020-04-30,79236000000.0,2020-04-30,-1725000000.0
3,RY,2020-01-31,0,2020-01-31,1476304000000.0,2020-01-31,78256000000.0,2020-01-31,-2340000000.0
0,BKNG,2020-09-30,929000000,2020-09-30,22145000000.0,2020-09-30,4913000000.0,2020-09-30,-5000000.0
1,BKNG,2020-06-30,-450000000,2020-06-30,20912000000.0,2020-06-30,3999000000.0,2020-06-30,-13000000.0
2,BKNG,2020-03-31,180000000,2020-03-31,17862000000.0,2020-03-31,3831000000.0,2020-03-31,-1281000000.0
3,BKNG,2019-12-31,1172000000,2019-12-31,21402000000.0,2019-12-31,5933000000.0,2019-12-31,-1347000000.0
0,LINX,2020-09-30,741000,2020-09-30,2696563000.0,2020-09-30,1684041000.0,2020-09-30,-300000.0
1,LINX,2020-06-30,10572000,2020-06-30,2484145000.0,2020-06-30,1679886000.0,2020-06-30,-55440000.0
2,LINX,2020-03-31,982000,2020-03-31,2505034000.0,2020-03-31,1745061000.0,2020-03-31,-44559000.0
3,LINX,2019-12-31,21790000,2019-12-31,2563943000.0,2019-12-31,1789844000.0,2019-12-31,-51178000.0
0,MAS,2020-09-30,415000000,2020-09-30,5575000000.0,2020-09-30,141000000.0,2020-09-30,-3000000.0
1,MAS,2020-06-30,331000000,2020-06-30,5302000000.0,2020-06-30,-136000000.0,2020-06-30,-3000000.0
2,MAS,2020-03-31,217000000,2020-03-31,4840000000.0,2020-03-31,-348000000.0,2020-03-31,-624000000.0
3,MAS,2019-12-31,257000000,2019-12-31,5027000000.0,2019-12-31,-235000000.0,2019-12-31,-624000000.0
0,CYAN,2020-09-30,282000,2020-09-30,33253000.0,2020-09-30,16311000.0,2020-09-30,-1000.0
1,CYAN,2020-06-30,268000,2020-06-30,32526000.0,2020-06-30,15989000.0,2020-06-30,-5000.0
2,CYAN,2020-03-31,228000,2020-03-31,31787000.0,2020-03-31,15846000.0,2020-03-31,-6000.0
3,CYAN,2019-12-31,367000,2019-12-31,32437000.0,2019-12-31,15546000.0,2019-12-31,-6000.0
0,CDK,2020-09-30,121300000,2020-09-30,2915700000.0,2020-09-30,-531000000.0,2020-09-30,-3700000.0
1,CDK,2020-06-30,99400000,2020-06-30,2854100000.0,2020-06-30,-596100000.0,2020-06-30,-500000.0
2,CDK,2020-03-31,172400000,2020-03-31,2964800000.0,2020-03-31,-635500000.0,2020-03-31,-500000.0
3,CDK,2019-12-31,152900000,2019-12-31,2935900000.0,2019-12-31,-639400000.0,2019-12-31,-500000.0
0,DLTH,2020-11-01,2848000,2020-11-01,554747000.0,2020-11-01,171054000.0,2020-11-01,-41000.0
1,DLTH,2020-08-02,9792000,2020-08-02,506183000.0,2020-08-02,169653000.0,2020-08-02,-67000.0
2,DLTH,2020-05-03,-17374000,2020-05-03,505612000.0,2020-05-03,163061000.0,2020-05-03,-107000.0
3,DLTH,2020-02-02,33149000,2020-02-02,474050000.0,2020-02-02,178272000.0,2020-02-02,-1000.0
0,AHCO,2020-09-30,24393000,2020-09-30,1548826000.0,2020-09-30,448629000.0,2020-09-30,
1,AHCO,2020-06-30,21016000,2020-06-30,739309000.0,2020-06-30,8490000.0,2020-06-30,
2,AHCO,2020-03-31,12096588,2020-03-31,661838598.0,2020-03-31,-10655455.0,2020-03-31,
3,AHCO,2019-12-31,9816361,2019-12-31,546121693.0,2019-12-31,-14519195.0,2019-12-31,-20507152.0
0,ROK,2020-09-30,273500000,2020-09-30,7264700000.0,2020-09-30,1027800000.0,2020-09-30,
1,ROK,2020-06-30,176100000,2020-06-30,7329500000.0,2020-06-30,770500000.0,2020-06-30,-50500000.0
2,ROK,2020-03-31,338100000,2020-03-31,6665900000.0,2020-03-31,620800000.0,2020-03-31,-107700000.0
3,ROK,2019-12-31,291000000,2019-12-31,7107900000.0,2019-12-31,717000000.0,2019-12-31,-106000000.0
0,ENLC,2020-09-30,98700000,2020-09-30,8667200000.0,2020-09-30,1682200000.0,2020-09-30,-400000.0
1,ENLC,2020-06-30,77400000,2020-06-30,8718800000.0,2020-06-30,1705900000.0,2020-06-30,-300000.0
2,ENLC,2020-03-31,112800000,2020-03-31,9055100000.0,2020-03-31,1740300000.0,2020-03-31,-4000000.0
3,ENLC,2019-12-31,133300000,2019-12-31,9335800000.0,2019-12-31,2124500000.0,2019-12-31,-4000000.0
0,EVC,2020-09-30,13571000,2020-09-30,599378000.0,2020-09-30,257540000.0,2020-09-30,
1,EVC,2020-06-30,-1595000,2020-06-30,596174000.0,2020-06-30,250260000.0,2020-06-30,-15000.0
2,EVC,2020-03-31,6116000,2020-03-31,613131000.0,2020-03-31,248237000.0,2020-03-31,-525000.0
3,EVC,2019-12-31,7311000,2019-12-31,656200000.0,2019-12-31,288172000.0,2019-12-31,-3123000.0
0,TMHC,2020-09-30,162522000,2020-09-30,7834448000.0,2020-09-30,3419332000.0,2020-09-30,-1402000.0
1,TMHC,2020-06-30,99028000,2020-06-30,8322334000.0,2020-06-30,3299480000.0,2020-06-30,-177000.0
2,TMHC,2020-03-31,60903000,2020-03-31,8262372000.0,2020-03-31,3288916000.0,2020-03-31,-97238000.0
3,TMHC,2019-12-31,117247000,2019-12-31,5245686000.0,2019-12-31,2537706000.0,2019-12-31,-74000.0
0,CREX,2020-09-30,-422000,2020-09-30,21101000.0,2020-09-30,4179000.0,2020-09-30,
1,CREX,2020-06-30,-1176000,2020-06-30,21786000.0,2020-06-30,3156000.0,2020-06-30,
2,CREX,2020-03-31,-2355000,2020-03-31,21792000.0,2020-03-31,5375000.0,2020-03-31,
3,CREX,2019-12-31,-976000,2019-12-31,33976000.0,2019-12-31,18508000.0,2019-12-31,-30000.0
0,ORBC,2020-09-30,766000,2020-09-30,563302000.0,2020-09-30,220364000.0,2020-09-30,
1,ORBC,2020-06-30,-1705000,2020-06-30,556800000.0,2020-06-30,223723000.0,2020-06-30,
2,ORBC,2020-03-31,-1097000,2020-03-31,583703000.0,2020-03-31,228183000.0,2020-03-31,-2527000.0
3,ORBC,2019-12-31,3652000,2019-12-31,580980000.0,2019-12-31,235804000.0,2019-12-31,-1569000.0
0,INVH,2020-09-30,110244000,2020-09-30,17750787000.0,2020-09-30,8280868000.0,2020-09-30,-12000.0
1,INVH,2020-06-30,116532000,2020-06-30,17746316000.0,2020-06-30,8293764000.0,2020-06-30,-190000.0
2,INVH,2020-03-31,119246000,2020-03-31,17593345000.0,2020-03-31,7908243000.0,2020-03-31,-3171000.0
3,INVH,2019-12-31,114042000,2019-12-31,17392910000.0,2019-12-31,8214422000.0,2019-12-31,-3171000.0
0,EMKR,2020-09-30,1184000,2020-09-30,126241000.0,2020-09-30,74149000.0,2020-09-30,-29000.0
1,EMKR,2020-06-30,-1525000,2020-06-30,119638000.0,2020-06-30,72272000.0,2020-06-30,-445000.0
2,EMKR,2020-03-31,-5296000,2020-03-31,110914000.0,2020-03-31,72813000.0,2020-03-31,-445000.0
3,EMKR,2019-12-31,-3055000,2019-12-31,106989000.0,2019-12-31,76129000.0,2019-12-31,-47000.0
0,NOW,2020-09-30,69332000,2020-09-30,7705459000.0,2020-09-30,2673716000.0,2020-09-30,-122113000.0
1,NOW,2020-06-30,62266000,2020-06-30,6521309000.0,2020-06-30,2478806000.0,2020-06-30,-112857000.0
2,NOW,2020-03-31,49335000,2020-03-31,6197416000.0,2020-03-31,2266095000.0,2020-03-31,-125700000.0
3,NOW,2019-12-31,28512000,2019-12-31,6022430000.0,2019-12-31,2127941000.0,2019-12-31,-78913000.0
0,SBUX,2020-09-27,723100000,2020-09-27,29374500000.0,2020-09-27,-7805100000.0,2020-09-27,-2800000.0
1,SBUX,2020-06-28,-694200000,2020-06-28,29140600000.0,2020-06-28,-8621600000.0,2020-06-28,-1500000.0
2,SBUX,2020-03-29,418800000,2020-03-29,27478900000.0,2020-03-29,-7530100000.0,2020-03-29,-616700000.0
3,SBUX,2019-12-29,1152200000,2019-12-29,27731300000.0,2019-12-29,-6759900000.0,2019-12-29,-1169800000.0
0,PTVCB,2020-09-30,4827000,2020-09-30,1644823000.0,2020-09-30,344664000.0,2020-09-30,
1,PTVCB,2020-06-30,14207000,2020-06-30,1600268000.0,2020-06-30,336038000.0,2020-06-30,
2,PTVCB,2020-03-31,-25139000,2020-03-31,1552095000.0,2020-03-31,305383000.0,2020-03-31,-1782000.0
3,PTVCB,2019-12-31,4228000,2019-12-31,1634360000.0,2019-12-31,364316000.0,2019-12-31,-1218000.0
0,MPB,2020-09-30,0,2020-09-30,3052935000.0,2020-09-30,248189000.0,2020-09-30,-233000.0
1,MPB,2020-06-30,0,2020-06-30,2922365000.0,2020-06-30,243345000.0,2020-06-30,-1560000.0
2,MPB,2020-03-31,0,2020-03-31,2299751000.0,2020-03-31,239511000.0,2020-03-31,-1560000.0
3,MPB,2019-12-31,0,2019-12-31,2231175000.0,2019-12-31,237874000.0,2019-12-31,-1560000.0
0,DIN,2020-09-30,27252000,2020-09-30,2070916000.0,2020-09-30,-356364000.0,2020-09-30,-309000.0
1,DIN,2020-06-30,597000,2020-06-30,2043267000.0,2020-06-30,-368571000.0,2020-06-30,-130000.0
2,DIN,2020-03-31,43993000,2020-03-31,2185470000.0,2020-03-31,-236377000.0,2020-03-31,-31853000.0
3,DIN,2019-12-31,51030000,2019-12-31,2049511000.0,2019-12-31,-241774000.0,2019-12-31,-19764000.0
0,ATTO,2020-09-30,14793000,2020-09-30,1141818000.0,2020-09-30,85987000.0,2020-09-30,-370000.0
1,ATTO,2020-06-30,-6511000,2020-06-30,1161875000.0,2020-06-30,89254000.0,2020-06-30,-548000.0
2,ATTO,2020-03-31,9317000,2020-03-31,1150527000.0,2020-03-31,99149000.0,2020-03-31,-548000.0
3,ATTO,2019-12-31,9809000,2019-12-31,1304611000.0,2019-12-31,207020000.0,2019-12-31,-3400000.0
0,CDNS,2020-09-26,169285000,2020-09-26,4140152000.0,2020-09-26,2395718000.0,2020-09-26,-106869000.0
1,CDNS,2020-06-27,151675000,2020-06-27,3999497000.0,2020-06-27,2256631000.0,2020-06-27,-91143000.0
2,CDNS,2020-03-28,138284000,2020-03-28,3767973000.0,2020-03-28,2157994000.0,2020-03-28,-137550000.0
3,CDNS,2019-12-28,121008000,2019-12-28,3357225000.0,2019-12-28,2102894000.0,2019-12-28,-90581000.0
0,MO,2020-09-30,3198000000,2020-09-30,46651000000.0,2020-09-30,3139000000.0,2020-09-30,
1,MO,2020-06-30,2893000000,2020-06-30,50200000000.0,2020-06-30,5688000000.0,2020-06-30,
2,MO,2020-03-31,2777000000,2020-03-31,52618000000.0,2020-03-31,6543000000.0,2020-03-31,
3,MO,2019-12-31,2717000000,2019-12-31,49271000000.0,2019-12-31,6222000000.0,2019-12-31,-499000000.0
0,UNP,2020-12-31,2006000000,2020-12-31,62398000000.0,2020-12-31,16958000000.0,2020-12-31,-749000000.0
1,UNP,2020-09-30,2043000000,2020-09-30,63714000000.0,2020-09-30,17199000000.0,2020-09-30,-749000000.0
2,UNP,2020-06-30,1665000000,2020-06-30,63555000000.0,2020-06-30,16452000000.0,2020-06-30,-749000000.0
3,UNP,2020-03-31,2151000000,2020-03-31,62216000000.0,2020-03-31,15991000000.0,2020-03-31,-2956000000.0
0,PPC,2020-09-27,94288000,2020-09-27,7469499000.0,2020-09-27,2420853000.0,2020-09-27,-29927000.0
1,PPC,2020-06-28,28689000,2020-06-28,7156581000.0,2020-06-28,2364185000.0,2020-06-28,-49973000.0
2,PPC,2020-03-29,84011000,2020-03-29,7251982000.0,2020-03-29,2465913000.0,2020-03-29,-27906000.0
3,PPC,2019-12-29,85469000,2019-12-29,7102364000.0,2019-12-29,2525663000.0,2019-12-29,-27906000.0
0,LDL,2020-09-30,5807000,2020-09-30,773638000.0,2020-09-30,248313000.0,2020-09-30,-24000.0
1,LDL,2020-06-30,-1385000,2020-06-30,740533000.0,2020-06-30,253262000.0,2020-06-30,-24000.0
2,LDL,2020-03-31,6542000,2020-03-31,751260000.0,2020-03-31,253577000.0,2020-03-31,-8000.0
3,LDL,2019-12-31,-23741000,2019-12-31,785937000.0,2019-12-31,318420000.0,2019-12-31,-92000.0
0,TZAC,2020-08-31,-525924,2020-08-31,34478040.0,2020-08-31,5000002.0,2020-08-31,
1,TZAC,2020-05-31,-264941,2020-05-31,34458896.0,2020-05-31,5000002.0,2020-05-31,-26983755.0
2,TZAC,2020-02-29,-393473,2020-02-29,61021809.0,2020-02-29,5000007.0,2020-02-29,-6268796.0
3,TZAC,2019-11-30,-166022,2019-11-30,66472705.0,2019-11-30,5000006.0,2019-11-30,-6268796.0
0,SSY,2020-09-30,-323000,2020-09-30,28245000.0,2020-09-30,13403000.0,2020-09-30,
1,SSY,2020-06-30,-352000,2020-06-30,27971000.0,2020-06-30,13743000.0,2020-06-30,-14000.0
2,SSY,2020-03-31,-38000,2020-03-31,22274000.0,2020-03-31,14507000.0,2020-03-31,-84000.0
3,SSY,2019-12-31,281000,2019-12-31,22823000.0,2019-12-31,14762000.0,2019-12-31,-4000.0
0,TGI,2020-09-30,33833000,2020-09-30,2533425000.0,2020-09-30,-1064357000.0,2020-09-30,-21000.0
1,TGI,2020-06-30,27845000,2020-06-30,2266320000.0,2020-06-30,-1047381000.0,2020-06-30,-474000.0
2,TGI,2020-03-31,24009000,2020-03-31,2980333000.0,2020-03-31,-781264000.0,2020-03-31,-263000.0
3,TGI,2019-12-31,76556000,2019-12-31,2625386000.0,2019-12-31,-532897000.0,2019-12-31,-131000.0
0,YI,2020-09-30,-122181000,2020-09-30,2721058000.0,2020-09-30,482394000.0,2020-09-30,
1,YI,2020-06-30,-92712000,2020-06-30,1885609000.0,2020-06-30,595125000.0,2020-06-30,
2,YI,2020-03-31,-113695000,2020-03-31,1648770000.0,2020-03-31,673292000.0,2020-03-31,
3,YI,2019-12-31,-168072000,2019-12-31,1610293000.0,2019-12-31,776656000.0,2019-12-31,-22991000.0
