,ticker,so
2565,AMST,20419700
2566,AMGN,582169024
2567,FOLD,260588000
2568,AMKR,242446000
2569,AMPH,47504000
2570,AMHC,10000000
2571,AMYT,32560300
2572,ASYS,14048200
2573,AMRS,239211008
2574,ADI,369560000
2575,ANAB,27277100
2576,AVXL,60190600
2577,ANCN,7419870
2578,ANDA,4417400
2579,ANDAU,2875000
2580,ANGI,77938200
2581,ANGO,37953100
2582,ANIP,12347600
2583,ANIK,14214500
2584,ANIX,23789400
2585,ANNX,38157600
2586,ANPC,11201400
2587,ATRS,166672000
2588,AEHL,3050090
2589,ATEX,17494600
2590,APA,377478016
2591,APLS,75604000
2592,APXT,35810000
2593,APHA,289340992
2594,APOG,26385700
2595,APEN,25783600
2596,AINV,65259200
2597,AMEH,36789900
2598,APPF,18098300
2599,APPN,37834200
2600,AAPL,17102499840
2601,APDN,5460780
2602,AGTC,25865900
2603,AMAT,913283008
2604,AMTI,34880400
2605,AAOI,22976200
2606,APLT,22488100
2607,AUVI,6334310
2608,APRE,21186800
2609,APVO,4145010
2610,APTX,63256700
2611,APM,11574300
2612,APTO,88861696
2613,APYX,34274800
2614,AQMS,61175600
2615,AQB,44960800
2616,AQST,33619800
2617,ARAV,16087300
2618,ABUS,84909296
2619,ABIO,9321470
2620,RKDA,10832200
2621,ARCB,25407900
2622,ACGL,406027008
2623,ACGLO,402939008
2624,ACGLP,402939008
2625,FUV,31855400
2626,ARCE,30183600
2627,ARCT,24493100
2628,ARQT,43634500
2629,ARDX,90248496
2630,ARNA,58164000
2631,ARCC,422622016
2632,ARGX,47108500
2633,ARDS,8923370
2634,ARKR,3502410
2635,ARRY,126994000
2636,AROW,15491400
2637,ARWR,102292000
2638,ARTL,15111600
2639,ARTNA,8459520
2640,AACQ,72450000
2641,ARTW,4431690
2642,ARVN,40549000
2643,ARYA,15449000
2644,ASND,53416100
2645,APWC,13819700
2646,ASLN,37991000
2647,ASML,418385984
2648,ASPU,24435300
2649,AZPN,67718704
2650,AWH,104086000
2651,ASMB,33022300
2652,ASRT,107223000
2653,ASTE,22609300
2654,AZN,2624610048
2655,ATRO,23927400
2656,ALOT,7168420
2657,ASTC,18557800
2658,ASUR,15907300
2659,AACG,31350500
2660,ATRA,77714304
2661,AVIR,82616896
2662,ATNX,93339200
2663,ATHX,197700000
2664,ATHA,32485200
2665,ATIF,51362500
2666,AAME,20414300
2667,ACBI,20779400
2668,AUB,78718704
2669,AY,101602000
2670,ATLC,15962000
2671,AAWW,27517300
2672,ATCX,5838930
2673,TEAM,132163000
2674,ATNI,15898500
2675,ATOM,21455300
2676,ATOS,10492800
2677,BCEL,29991300
2678,ATRC,45023200
2679,ATRI,1828950
2680,LIFE,10124000
2681,AUBN,3566220
2682,AUDC,32685100
2683,AEYE,10020100
2684,AUPH,126252000
2685,EARS,7089510
2686,JG,115723000
2687,ADSK,219279008
2688,AUTL,52298900
2689,ADP,428814016
2690,AUTO,13169200
2691,AVDL,58272700
2692,AVCO,81398800
2693,ATXI,16747800
2694,AVEO,28809200
2695,AVNW,5461440
2696,CDMO,56602800
2697,CDMOP,56001500
2698,AVID,44208100
2699,RNA,37526600
2700,AVGR,84922096
2701,CAR,69683400
2702,RCEL,21623300
2703,AVT,98829296
2704,AVRO,36451000
2705,AWRE,21447300
2706,ACLS,33496000
2707,AXLA,37540900
2708,AXGN,40126300
2709,AAXN,63549900
2710,AXNX,39523000
2711,AXSM,37344200
2712,AXTI,41300000
2713,AYLA,12778000
2714,AYRO,24298300
2715,AYTU,127929000
2716,AZYO,7091740
2717,AZRX,28502800
2718,RILY,25431600
2719,BOSC,4321410
2720,BIDU,341076000
2721,BCPC,32351100
2722,BLDP,260992992
2723,BANF,32682300
2724,BAND,22066900
2725,BFC,7730070
2726,BOCH,16786700
2727,BMRC,13615600
2728,BKSC,5520470
2729,BOTJ,4339440
2730,OZK,129328000
2731,BSVN,9044760
2732,BFIN,14780600
2733,BWFG,7896500
2734,BANR,35155600
2735,BZUN,77760000
2736,BBSI,7646320
2737,GOLD,1778130048
2738,BSET,9976510
2739,BXRX,26238800
2740,BCML,11833100
2741,BBQ,9284100
2742,BCBP,17081200
2743,BLSA,14375000
2744,BCTG,21377200
2745,BECN,68877600
2746,BEEM,7023950
2747,BEAM,57966000
2748,BBGI,12627200
2749,BBBY,126008000
2750,BGNE,90797400
2751,BELFA,2144910
2752,BELFB,10214400
2753,BLPH,9497780
2754,BLCM,6099780
2755,BLU,78337400
2756,BNFT,32201300
