,date,ticker,at,op,so
1731,2019-12-31,BTI,141005000000.0,2926000000.0,614000000.0
1732,2019-12-31,BTN,57633000.0,836000.0,174000.0
1733,2019-12-31,BTU,6542800000.0,-162000000.0,1400000.0
1734,2019-12-31,BUD,236648000000.0,3932000000.0,1736000000.0
1735,2019-12-31,BUR,2651984000.0,8115500.0,596454000.0
1736,2019-12-31,BUSE,9695729000.0,42465000.0,56000.0
1737,2019-12-31,BV,2986900000.0,4600000.0,1000000.0
1738,2019-12-31,BVN,4107274000.0,-24460000.0,815323000.0
1739,2019-12-31,BVXV,115750000.0,-32573000.0,
1740,2019-12-31,BW,626519000.0,22163000.0,4699000.0
1741,2019-12-31,BWA,9702000000.0,342000000.0,3000000.0
1742,2019-12-31,BWAY,38736000.0,-800000.0,233000.0
1743,2019-12-31,BWB,2268830000.0,9951000.0,290000.0
1744,2019-12-31,BWEN,122866000.0,-528000.0,17000.0
1745,2019-12-31,BWFG,1882182000.0,4414000.0,120589000.0
1746,2019-12-31,BWXT,1908913000.0,80789000.0,1266000.0
1747,2019-12-31,BX,32585506000.0,977453000.0,7000.0
1748,2019-12-31,BXG,1360018000.0,70583000.0,744000.0
1749,2019-12-31,BXP,21284905000.0,227675000.0,1548000.0
1750,2019-12-31,BXRX,54213000.0,-6686000.0,94000.0
1751,2019-12-31,BXS,21052576000.0,91102000.0,261307000.0
1752,2019-12-31,BY,5521809000.0,22741000.0,379000.0
1753,2019-12-31,BYD,6650145000.0,114859000.0,1115000.0
1754,2019-12-31,BYFC,440369000.0,62000.0,305000.0
1755,2019-12-31,BYND,451923000.0,382000.0,6000.0
1756,2019-12-31,BYSI,44555000.0,-15285000.0,3000.0
1757,2019-12-31,BZH,1968104000.0,3946000.0,31000.0
1758,2019-12-31,BZUN,7096600000.0,241404000.0,115000.0
1759,2019-12-31,C,1951158000000.0,5702000000.0,31000000.0
1760,2019-12-31,CAAP,3882243000.0,63631000.0,160022000.0
1761,2019-12-31,CAAS,659964000.0,-2544000.0,3000.0
1762,2019-12-31,CABA,141468000.0,-5860000.0,
1763,2019-12-31,CABO,3151831000.0,93587000.0,59000.0
1764,2019-12-31,CAC,4429521000.0,19633000.0,139103000.0
1765,2019-12-31,CACC,7423200000.0,217000000.0,200000.0
1766,2019-12-31,CACI,5526696000.0,110187000.0,4250000.0
1767,2019-12-31,CADE,17800229000.0,73964000.0,1330000.0
1768,2019-12-31,CAH,41042000000.0,421000000.0,2752000000.0
1769,2019-12-31,CAI,2901765000.0,27082000.0,2000.0
1770,2019-12-31,CAJ,4768351000000.0,55593000000.0,174762000000.0
1771,2019-12-31,CAKE,2840593000.0,27737000.0,977000.0
1772,2019-12-31,CALA,168768000.0,-22453000.0,6000.0
1773,2019-12-31,CALB,1152034000.0,905286.0,106427000.0
1774,2019-12-31,CALT,845200000.0,-17902000.0,1548000.0
1775,2019-12-31,CALX,316823000.0,1494000.0,1545000.0
1776,2019-12-31,CAMT,170369000.0,4588000.0,157000.0
1777,2019-12-31,CAN,991426000.0,-800263000.0,1000.0
1778,2019-12-31,CANF,8175000.0,-4607000.0,8225000.0
1779,2019-12-31,CANG,8736574374.0,86525920.0,204260.0
1780,2019-12-31,CAPR,11113637.0,-1483369.0,5227.0
1781,2019-12-31,CAR,23126000000.0,156000000.0,1000000.0
1782,2019-12-31,CARA,232959000.0,-29970000.0,47000.0
1783,2019-12-31,CARE,4006108000.0,8408000.0,26334000.0
1784,2019-12-31,CARG,393623000.0,13635000.0,112000.0
1785,2019-12-31,CARS,2027991000.0,6628000.0,668000.0
1786,2019-12-31,CARV,569062000.0,-1379000.0,61000.0
1787,2019-12-31,CASA,444312000.0,10099000.0,84000.0
1788,2019-12-31,CASH,6180926000.0,25847000.0,372000.0
1789,2019-12-31,CASI,102631000.0,-11063000.0,979000.0
1790,2019-12-31,CASS,1764243000.0,9368000.0,7753000.0
1791,2019-12-31,CAT,78453000000.0,1459000000.0,5935000000.0
1792,2019-12-31,CATB,41780000.0,-6747000.0,12000.0
1793,2019-12-31,CATC,2855563000.0,10547000.0,5401000.0
1794,2019-12-31,CATM,1763958000.0,29627000.0,447000.0
1795,2019-12-31,CATY,18094144000.0,93628000.0,900000.0
1796,2019-12-31,CB,176943000000.0,1226000000.0,11121000000.0
1797,2019-12-31,CBAN,1515313000.0,3662000.0,9499000.0
1798,2019-12-31,CBAT,95583557.0,-1657716.0,53222.0
1799,2019-12-31,CBAY,205727000.0,-25469000.0,7000.0
1800,2019-12-31,CBB,2653800000.0,22000000.0,500000.0
1801,2019-12-31,CBD,57991000000.0,981001000.0,6857000000.0
1802,2019-12-31,CBFV,1321537000.0,4566000.0,2367000.0
1803,2019-12-31,CBIO,98554000.0,-13987000.0,12000.0
1804,2019-12-31,CBLI,2036852.0,-280667.0,56487.0
1805,2019-12-31,CBMB,220401579.0,283347.0,42085.0
1806,2019-12-31,CBMG,97324300.0,-12799189.0,20360.0
1807,2019-12-31,CBNK,1428495000.0,6717000.0,139000.0
1808,2019-12-31,CBOE,5113900000.0,162000000.0,1200000.0
1809,2019-12-31,CBPO,1937858497.0,18596352.0,4191.0
1810,2019-12-31,CBRE,16197196000.0,520077000.0,3348000.0
1811,2019-12-31,CBSH,26065789000.0,137144000.0,563978000.0
1812,2019-12-31,CBT,3151000000.0,71000000.0,57000000.0
1813,2019-12-31,CBTX,3478544000.0,15842000.0,258000.0
1814,2019-12-31,CBU,11410295000.0,56518000.0,51975000.0
1815,2019-12-31,CBZ,1400774000.0,-8058000.0,1331000.0
1816,2019-12-31,CC,7258000000.0,-403000000.0,2000000.0
1817,2019-12-31,CCAP,747174648.0,12290992.0,20862.0
1818,2019-12-31,CCB,1128526000.0,4534000.0,86983000.0
1819,2019-12-31,CCBG,3088953000.0,11204000.0,168000.0
1820,2019-12-31,CCC,3791371000.0,26300000.0,2208529000.0
1821,2019-12-31,CCEP,18685000000.0,412500000.0,5000000.0
1822,2019-12-31,CCI,38457000000.0,311000000.0,4000000.0
1823,2019-12-31,CCJ,7427248000.0,322792000.0,1862749000.0
1824,2019-12-31,CCK,15505000000.0,232000000.0,929000000.0
1825,2019-12-31,CCM,4297445000.0,-106988500.0,105000.0
1826,2019-12-31,CCMP,2320409000.0,64017000.0,40000.0
1827,2019-12-31,CCNC,22447589.0,-274204.0,2082.0
1828,2019-12-31,CCNE,3763659000.0,13399000.0,
1829,2019-12-31,CCO,6393288000.0,113649000.0,4667000.0
1830,2019-12-31,CCOI,932124000.0,27785000.0,47000.0
1831,2019-12-31,CCR,496094000.0,11132000.0,189367000.0
1832,2019-12-31,CCRC,98562742.0,3631860.0,18330.0
1833,2019-12-31,CCRN,382374000.0,4457000.0,4000.0
1834,2019-12-31,CCS,2499967000.0,63442000.0,331000.0
1835,2019-12-31,CCU,2353690714000.0,89295396000.0,562693346000.0
1836,2019-12-31,CCX,697836358.0,-623079.0,1963.0
1837,2019-12-31,CCXI,209083000.0,-16123000.0,60000.0
1838,2019-12-31,CDAY,6085700000.0,21000000.0,1400000.0
1839,2019-12-31,CDEV,4688288000.0,27378000.0,28000.0
1840,2019-12-31,CDK,2935900000.0,152900000.0,1600000.0
1841,2019-12-31,CDLX,224313000.0,1256000.0,8000.0
1842,2019-12-31,CDNA,151736000.0,-5545000.0,42000.0
1843,2019-12-31,CDR,1205625000.0,7465000.0,5341000.0
1844,2019-12-31,CDTX,68976000.0,-14080000.0,3000.0
1845,2019-12-31,CDW,7999400000.0,283800000.0,1400000.0
1846,2019-12-31,CDXC,40247000.0,-8860000.0,60000.0
1847,2019-12-31,CDXS,149073000.0,-947000.0,6000.0
1848,2019-12-31,CDZI,76724000.0,-2912000.0,285000.0
1849,2019-12-31,CE,9476000000.0,98000000.0,
1850,2019-12-31,CEA,282936000000.0,-1771000000.0,16379000000.0
1851,2019-12-31,CECE,408637000.0,7862000.0,353000.0
1852,2019-12-31,CEI,5101015.0,-1136677.0,4709.0
1853,2019-12-31,CEIX,2693802000.0,30495000.0,259000.0
1854,2019-12-31,CEL,7162000000.0,-3000000.0,2000000.0
1855,2019-12-31,CELC,20280800.0,-1897764.0,10254.0
1856,2019-12-31,CELH,90382236.0,-741613.0,68942.0
1857,2019-12-31,CEMI,55728964.0,-2999548.0,177335.0
1858,2019-12-31,CENX,1499700000.0,-2900000.0,1000000.0
1859,2019-12-31,CEO,757731000000.0,20828500000.0,43081000000.0
1860,2019-12-31,CEPU,118795975000.0,5375697000.0,1514022000.0
1861,2019-12-31,CERC,36108970.0,-5563166.0,47241.0
1862,2019-12-31,CERS,165535000.0,-16407000.0,144000.0
1863,2019-12-31,CETX,48713569.0,118943.0,4424.0
1864,2019-12-31,CEVA,297021000.0,3074000.0,22000.0
1865,2019-12-31,CF,12172000000.0,172000000.0,2000000.0
1866,2019-12-31,CFB,4931233000.0,-1103000.0,520000.0
1867,2019-12-31,CFBI,319294000.0,468000.0,77000.0
1868,2019-12-31,CFBK,880545000.0,3966000.0,54000.0
1869,2019-12-31,CFFI,1657432000.0,6144000.0,3296000.0
1870,2019-12-31,CFFN,9236572000.0,27476000.0,1415000.0
1871,2019-12-31,CFG,165733000000.0,541000000.0,6000000.0
1872,2019-12-31,CFMS,72396000.0,-5785000.0,1000.0
1873,2019-12-31,CFR,34027428000.0,126530000.0,642000.0
1874,2019-12-31,CFRX,35008709.0,-6470661.0,1533.0
1875,2019-12-31,CFX,7386832000.0,118054000.0,118000.0
1876,2019-12-31,CG,13808800000.0,32000000.0,703800000.0
1877,2019-12-31,CGA,445112535.0,-27798018.0,5972.0
1878,2019-12-31,CGBD,2187533000.0,38933000.0,578000.0
1879,2019-12-31,CGC,8046042000.0,-168264000.0,6359643000.0
1880,2019-12-31,CGEN,53763000.0,-6693000.0,187000.0
1881,2019-12-31,CGIX,14904000.0,-210000.0,
1882,2019-12-31,CGNX,1885935000.0,17607000.0,345000.0
1883,2019-12-31,CHA,703131000000.0,2373000000.0,80932000000.0
1884,2019-12-31,CHCI,19933000.0,1564000.0,80000.0
1885,2019-12-31,CHCO,5018756000.0,29153000.0,47619000.0
1886,2019-12-31,CHD,6657400000.0,179400000.0,292800000.0
1887,2019-12-31,CHDN,2551000000.0,3800000.0,
1888,2019-12-31,CHE,1268317000.0,82247000.0,35811000.0
1889,2019-12-31,CHEK,9429000.0,-3847000.0,5407000.0
1890,2019-12-31,CHFS,5602000.0,-4446000.0,
1891,2019-12-31,CHGG,1488998000.0,18086000.0,122000.0
1892,2019-12-31,CHH,1386672000.0,70131000.0,951000.0
1893,2019-12-31,CHKP,5764900000.0,249365000.0,800000.0
1894,2019-12-31,CHL,1629240000000.0,7860000000.0,402130000000.0
1895,2019-12-31,CHMA,98826000.0,-12266000.0,421000.0
1896,2019-12-31,CHMG,1787827000.0,5435000.0,53000.0
1897,2019-12-31,CHNG,2219753000.0,-1115000.0,124000.0
1898,2019-12-31,CHNR,8298000.0,-1346000.0,312081000.0
1899,2019-12-31,CHRA,355756000.0,-629000.0,296000.0
1900,2019-12-31,CHRS,408927000.0,45143000.0,7000.0
1901,2019-12-31,CHRW,4641060000.0,136806000.0,13490000.0
1902,2019-12-31,CHT,477128000000.0,9985328000.0,77574000000.0
1903,2019-12-31,CHTR,148188000000.0,1895000000.0,
1904,2019-12-31,CHU,562499000000.0,2816000000.0,254056000000.0
1905,2019-12-31,CHX,1922825000.0,13248000.0,775000.0
1906,2019-12-31,CI,155774000000.0,2471000000.0,4000000.0
1907,2019-12-31,CIA,1744936000.0,4928000.0,264699000.0
1908,2019-12-31,CIB,236088113000000.0,843311000000.0,480914000000.0
1909,2019-12-31,CIDM,95711000.0,611000.0,40000.0
1910,2019-12-31,CIG,49927052000.0,738681000.0,7293763000.0
1911,2019-12-31,CIH,425173000.0,86821000.0,663000.0
1912,2019-12-31,CIM,27118671000.0,135422000.0,1873000.0
1913,2019-12-31,CINF,25408000000.0,794000000.0,397000000.0
1914,2019-12-31,CIO,1228474000.0,6766000.0,545000.0
1915,2019-12-31,CIR,1470945000.0,20382000.0,213000.0
1916,2019-12-31,CIT,50832800000.0,182000000.0,1600000.0
1917,2019-12-31,CIVB,2309557000.0,8911000.0,276422000.0
1918,2019-12-31,CIX,178544000.0,3487000.0,124000.0
1919,2019-12-31,CIZN,1195434000.0,2833984.0,1116000.0
1920,2019-12-31,CJJD,85798498.0,552912.0,32937.0
1921,2019-12-31,CKPT,26966000.0,-8857000.0,6000.0
1922,2019-12-31,CKX,15862530.0,49309.0,59335.0
1923,2019-12-31,CL,15034000000.0,972000000.0,1466000000.0
1924,2019-12-31,CLAR,230265000.0,4221000.0,3000.0
1925,2019-12-31,CLB,774673000.0,24829000.0,1148000.0
1926,2019-12-31,CLBK,8188694000.0,19362000.0,1173000.0
1927,2019-12-31,CLBS,27153000.0,-5082000.0,11000.0
1928,2019-12-31,CLCT,50054000.0,3274000.0,9000.0
1929,2019-12-31,CLDB,737162000.0,2253000.0,23641000.0
1930,2019-12-31,CLDT,1438574000.0,4051000.0,469000.0
1931,2019-12-31,CLDX,122933000.0,-12671000.0,17000.0
1932,2019-12-31,CLEU,6853140.0,164166.0,5000.0
1933,2019-12-31,CLF,3503800000.0,88000000.0,37700000.0
1934,2019-12-31,CLFD,83163430.0,400915.0,136575.0
1935,2019-12-31,CLGN,10752000.0,-2834000.0,2368000.0
1936,2019-12-31,CLGX,4158657000.0,56042000.0,1000.0
1937,2019-12-31,CLH,4108904000.0,52307000.0,558000.0
1938,2019-12-31,CLI,5292798000.0,-2688000.0,906000.0
1939,2019-12-31,CLIR,10942000.0,-1620000.0,3000.0
1940,2019-12-31,CLLS,467469000.0,-38614000.0,2767000.0
1941,2019-12-31,CLNE,777085000.0,32147000.0,20000.0
1942,2019-12-31,CLNY,19832184000.0,112521000.0,4878000.0
1943,2019-12-31,CLPS,40538899.0,621139.0,1425.0
1944,2019-12-31,CLPT,11926437.0,-1417782.0,152353.0
1945,2019-12-31,CLR,15727907000.0,292693000.0,3711000.0
1946,2019-12-31,CLRB,12250811.0,-3303574.0,94.0
1947,2019-12-31,CLRO,55110000.0,-1615000.0,17000.0
1948,2019-12-31,CLSD,26776000.0,-413000.0,44000.0
1949,2019-12-31,CLSK,23989281.0,-2991461.0,4869.0
1950,2019-12-31,CLSN,38278367.0,-4747666.0,232562.0
1951,2019-12-31,CLVS,669604000.0,-91658000.0,55000.0
1952,2019-12-31,CLW,1877700000.0,19623000.0,
1953,2019-12-31,CLWT,22213000.0,20000.0,123000.0
1954,2019-12-31,CLX,5459000000.0,260000000.0,159000000.0
1955,2019-12-31,CLXT,88098000.0,-11965000.0,3000.0
1956,2019-12-31,CMA,73402000000.0,362000000.0,1141000000.0
1957,2019-12-31,CMBM,172479000.0,19583000.0,3000.0
1958,2019-12-31,CMCL,143553000.0,9117000.0,56065000.0
1959,2019-12-31,CMCM,7011744000.0,-228360000.0,225000.0
1960,2019-12-31,CMCO,1079859000.0,22433000.0,237000.0
1961,2019-12-31,CMCSA,263414000000.0,5247000000.0,54000000.0
1962,2019-12-31,CME,75215300000.0,641300000.0,3600000.0
1963,2019-12-31,CMG,5104604000.0,106015000.0,363000.0
1964,2019-12-31,CMI,19737000000.0,423000000.0,556000000.0
1965,2019-12-31,CMLS,1761332000.0,52910000.0,
1966,2019-12-31,CMP,2443200000.0,93900000.0,400000.0
1967,2019-12-31,CMPR,2023334000.0,123492000.0,615000.0
1968,2019-12-31,CMRE,3011958000.0,53297000.0,12000.0
1969,2019-12-31,CMRX,119376000.0,-4498000.0,62000.0
1970,2019-12-31,CMS,26837000000.0,334000000.0,3000000.0
1971,2019-12-31,CMT,179306000.0,-4328000.0,79000.0
1972,2019-12-31,CNA,60612000000.0,366000000.0,683000000.0
1973,2019-12-31,CNBKA,5492424000.0,11987000.0,5568000.0
1974,2019-12-31,CNC,40994000000.0,427000000.0,
1975,2019-12-31,CNCE,137471000.0,-20953000.0,24000.0
1976,2019-12-31,CNDT,4514000000.0,3000000.0,2000000.0
1977,2019-12-31,CNET,18551000.0,547000.0,20000.0
1978,2019-12-31,CNF,13026248967.0,111801815.0,916743.0
1979,2019-12-31,CNFR,247265000.0,-2590000.0,91816000.0
1980,2019-12-31,CNHI,47352000000.0,323000000.0,25000000.0
1981,2019-12-31,CNI,43784000000.0,1326000000.0,3650000000.0
1982,2019-12-31,CNK,5828017000.0,82006000.0,122000.0
1983,2019-12-31,CNMD,1775095000.0,30855000.0,313000.0
1984,2019-12-31,CNNB,241801561.0,353478.0,29607.0
1985,2019-12-31,CNNE,2092200000.0,-53200000.0,
1986,2019-12-31,CNO,33630900000.0,142600000.0,1500000.0
1987,2019-12-31,CNOB,6174032000.0,28986000.0,468571000.0
1988,2019-12-31,CNP,35439000000.0,350000000.0,5000000.0
1989,2019-12-31,CNQ,78121000000.0,968000000.0,9533000000.0
1990,2019-12-31,CNR,5564346000.0,81665000.0,1261000.0
1991,2019-12-31,CNS,402419000.0,46462000.0,527000.0
1992,2019-12-31,CNSL,3390277000.0,27862000.0,720000.0
1993,2019-12-31,CNSP,7912075.0,-2523731.0,16450.0
1994,2019-12-31,CNST,399130000.0,-24057000.0,4000.0
1995,2019-12-31,CNTG,117510000.0,-4985000.0,2383000.0
1996,2019-12-31,CNTY,726900000.0,7108000.0,295000.0
1997,2019-12-31,CNX,9060806000.0,-288650000.0,1870000.0
1998,2019-12-31,CNXN,937335000.0,29603000.0,288000.0
1999,2019-12-31,CO,7111494000.0,152873000.0,83000.0
2000,2019-12-31,COCP,28531000.0,-1822000.0,36000.0
2001,2019-12-31,CODI,1891892000.0,29166000.0,924680000.0
2002,2019-12-31,CODX,2215326.0,-1623398.0,17343.0
2003,2019-12-31,COE,1401817000.0,-6151000.0,205000.0
2004,2019-12-31,COF,390365000000.0,1551000000.0,7000000.0
2005,2019-12-31,COFS,1386128000.0,3783000.0,162610000.0
2006,2019-12-31,COG,4487245000.0,152505000.0,47688000.0
2007,2019-12-31,COHN,8001624000.0,1779000.0,12000.0
2008,2019-12-31,COLB,14079524000.0,60365000.0,1650753000.0
2009,2019-12-31,COLD,4170683000.0,56725000.0,1918000.0
2010,2019-12-31,COLL,306302000.0,-2373000.0,34000.0
2011,2019-12-31,COLM,2931591000.0,138633000.0,4937000.0
2012,2019-12-31,COMM,14431600000.0,-2700000.0,2000000.0
2013,2019-12-31,CONE,6142000000.0,25600000.0,1100000.0
2014,2019-12-31,COOP,18305000000.0,314000000.0,1000000.0
2015,2019-12-31,COP,70514000000.0,1797000000.0,18000000.0
2016,2019-12-31,COR,2100999000.0,35684000.0,373000.0
2017,2019-12-31,CORE,1898400000.0,24900000.0,500000.0
2018,2019-12-31,CORT,412312000.0,35016000.0,120000.0
2019,2019-12-31,COTY,17360900000.0,248200000.0,8300000.0
2020,2019-12-31,COWN,5162025000.0,-21284000.0,334000.0
2021,2019-12-31,CP,22367000000.0,977000000.0,1993000000.0
2022,2019-12-31,CPA,4357378000.0,107149000.0,28608000.0
2023,2019-12-31,CPAC,2931558000.0,69043000.0,464147000.0
2024,2019-12-31,CPE,7194838000.0,56106000.0,3966000.0
2025,2019-12-31,CPF,6012672000.0,19390000.0,447602000.0
2026,2019-12-31,CPG,10091800000.0,-1159100000.0,16705100000.0
2027,2019-12-31,CPHC,65413082.0,1015565.0,46445.0
2028,2019-12-31,CPHI,22235222.0,-1660356.0,43580.0
2029,2019-12-31,CPIX,104549283.0,-997409.0,49914478.0
2030,2019-12-31,CPK,1783198000.0,27534000.0,7984000.0
2031,2019-12-31,CPRX,112376230.0,8006687.0,103397.0
2032,2019-12-31,CPS,2635582000.0,-8847000.0,17000.0
2033,2019-12-31,CPSI,339589000.0,9013000.0,14000.0
2034,2019-12-31,CPSS,2539249000.0,887000.0,71257000.0
2035,2019-12-31,CPST,78665000.0,-3624000.0,9000.0
2036,2019-12-31,CPT,6748504000.0,72667000.0,1069000.0
2037,2019-12-31,CPTA,427337000.0,6272000.0,162000.0
2038,2019-12-31,CQP,19384000000.0,677000000.0,796000000.0
2039,2019-12-31,CR,4423700000.0,108100000.0,72400000.0
2040,2019-12-31,CRBP,49142499.0,-27190311.0,6467.0
2041,2019-12-31,CRC,6958000000.0,169000000.0,
2042,2019-12-31,CRDF,13086546.0,-4289296.0,8312.0
2043,2019-12-31,CREG,123845141.0,-195673.0,2033.0
2044,2019-12-31,CRESY,548567000000.0,-3007000000.0,499000000.0
2045,2019-12-31,CREX,33976000.0,-976000.0,98000.0
2046,2019-12-31,CRH,37310000000.0,412500000.0,272000000.0
2047,2019-12-31,CRIS,35107000.0,-7334000.0,332000.0
2048,2019-12-31,CRK,4657122000.0,101681000.0,95003000.0
2049,2019-12-31,CRMD,29475910.0,-5375824.0,25665.0
2050,2019-12-31,CRNC,1661927000.0,5457000.0,364000.0
2051,2019-12-31,CRNT,289889000.0,-1299000.0,215000.0
2052,2019-12-31,CRNX,130377000.0,-15214000.0,210793000.0
2053,2019-12-31,CRON,2090442000.0,-60516991.0,561165000.0
2054,2019-12-31,CROX,738802000.0,9424000.0,104000.0
2055,2019-12-31,CRS,3403600000.0,56600000.0,280100000.0
2056,2019-12-31,CRSA,254804334.0,-155122.0,724.0
2057,2019-12-31,CRSP,1066752000.0,10983000.0,1847000.0
2058,2019-12-31,CRT,9664835.0,1329186.0,8161795.0
2059,2019-12-31,CRTD,2572046.0,-2453340.0,9179.0
2060,2019-12-31,CRTO,1790384000.0,76338000.0,2158000.0
2061,2019-12-31,CRTX,124370000.0,-12949000.0,27000.0
2062,2019-12-31,CRVL,422080000.0,12253000.0,3000.0
2063,2019-12-31,CRVS,83646000.0,-11440000.0,3000.0
2064,2019-12-31,CRY,605654000.0,1031000.0,390000.0
2065,2019-12-31,CS,787295000000.0,1784000000.0,102000000.0
2066,2019-12-31,CSCW,52831216.0,-3077650.0,7851.0
2067,2019-12-31,CSGP,3853986000.0,100986000.0,366000.0
2068,2019-12-31,CSGS,1283030000.0,31821000.0,696000.0
2069,2019-12-31,CSII,224192000.0,-3374000.0,34000.0
2070,2019-12-31,CSIQ,5467207000.0,132852000.0,703806000.0
2071,2019-12-31,CSL,5496000000.0,137900000.0,78700000.0
2072,2019-12-31,CSLT,242784000.0,-12242000.0,15000.0
2073,2019-12-31,CSOD,966101000.0,10583000.0,6000.0
2074,2019-12-31,CSPI,56248000.0,-402000.0,42000.0
2075,2019-12-31,CSPR,230318000.0,-23603000.0,
2076,2019-12-31,CSSE,167665484.0,-10900352.0,1207.0
2077,2019-12-31,CSTE,703866000.0,7992000.0,371000.0
2078,2019-12-31,CSTL,119746000.0,2612602.0,17000.0
2079,2019-12-31,CSTM,4184000000.0,36000000.0,3000000.0
2080,2019-12-31,CSTR,2037201000.0,7594000.0,18362000.0
2081,2019-12-31,CSU,1267696000.0,-8757000.0,319000.0
2082,2019-12-31,CSV,1129755000.0,13099000.0,259000.0
2083,2019-12-31,CSWC,599348000.0,12017000.0,5242000.0
2084,2019-12-31,CSWI,380694000.0,10466000.0,159000.0
2085,2019-12-31,CSX,38257000000.0,1163000000.0,773000000.0
2086,2019-12-31,CTB,2802338000.0,63598000.0,87850000.0
2087,2019-12-31,CTBI,4366003000.0,20091000.0,88966000.0
2088,2019-12-31,CTEK,45169549.0,-838853.0,10359.0
2089,2019-12-31,CTG,158706000.0,2308000.0,270000.0
2090,2019-12-31,CTHR,55971239.0,889925.0,54342864.0
2091,2019-12-31,CTIB,,604428.0,
2092,2019-12-31,CTIC,46280000.0,-9474000.0,58000.0
2093,2019-12-31,CTLT,6195300000.0,91300000.0,1500000.0
2094,2019-12-31,CTMX,341282000.0,-37379000.0,1000.0
2095,2019-12-31,CTO,703286203.0,-1644309.0,6017218.0
2096,2019-12-31,CTRA,2302823000.0,-33328000.0,205000.0
2097,2019-12-31,CTRE,,26018000.0,951000.0
2098,2019-12-31,CTRM,30420926.0,720795.0,3318.0
2099,2019-12-31,CTS,643354000.0,15299000.0,307932000.0
2100,2019-12-31,CTSH,16204000000.0,844000000.0,
2101,2019-12-31,CTSO,27382510.0,-5431329.0,32616.0
2102,2019-12-31,CTVA,42397000000.0,-136000000.0,7000000.0
2103,2019-12-31,CTXR,24982854.0,-4447925.0,30178.0
2104,2019-12-31,CTXS,4388926000.0,204786000.0,319000.0
2105,2019-12-31,CUB,1920029000.0,-8083000.0,276497000.0
2106,2019-12-31,CUBE,4029545000.0,70961000.0,1936000.0
2107,2019-12-31,CUBI,11520717000.0,45292000.0,32617000.0
2108,2019-12-31,CUE,71605009.0,-9015247.0,26562.0
2109,2019-12-31,CURO,,60139000.0,
2110,2019-12-31,CUTR,113738000.0,-1329000.0,14000.0
2111,2019-12-31,CUZ,7151447000.0,40600000.0,149347000.0
2112,2019-12-31,CVA,3715000000.0,45000000.0,14000000.0
2113,2019-12-31,CVBF,11282450000.0,78502000.0,1298792000.0
2114,2019-12-31,CVCY,1596755000.0,6376000.0,89379000.0
2115,2019-12-31,CVEO,969912000.0,-1376000.0,
2116,2019-12-31,CVET,3361000000.0,-26000000.0,1000000.0
2117,2019-12-31,CVGI,435826000.0,-5831000.0,323000.0
2118,2019-12-31,CVI,3905000000.0,73000000.0,1000000.0
2119,2019-12-31,CVLG,881640000.0,3695000.0,197000.0
2120,2019-12-31,CVLT,862568000.0,5942000.0,463000.0
2121,2019-12-31,CVLY,1886545000.0,6694000.0,24390000.0
2122,2019-12-31,CVM,29507833.0,-6800003.0,359951.0
2123,2019-12-31,CVNA,2057748000.0,-97854000.0,152000.0
2124,2019-12-31,CVR,31723376.0,-436406.0,1138096.0
2125,2019-12-31,CVS,222449000000.0,3077000000.0,17000000.0
2126,2019-12-31,CVU,44339580.0,-9655434.0,11819.0
2127,2019-12-31,CVV,46723052.0,-627708.0,66237.0
2128,2019-12-31,CVX,237428000000.0,795000000.0,1832000000.0
2129,2019-12-31,CW,3764261000.0,141819000.0,49187000.0
2130,2019-12-31,CWBC,913870000.0,4016000.0,42586000.0
2131,2019-12-31,CWBR,13532237.0,-3569791.0,43069.0
2132,2019-12-31,CWCO,192292144.0,1900011.0,9029765.0
2133,2019-12-31,CWEN,9700000000.0,75000000.0,1000000.0
2134,2019-12-31,CWH,3376240000.0,-28850000.0,380000.0
2135,2019-12-31,CWK,7163400000.0,135700000.0,22000000.0
2136,2019-12-31,CWST,932182000.0,15666000.0,478000.0
2137,2019-12-31,CWT,3111308000.0,21652000.0,485000.0
2138,2019-12-31,CX,29363000000.0,373507000.0,318000000.0
2139,2019-12-31,CXDC,2635882248.0,-45268235.0,6697.0
2140,2019-12-31,CXDO,7783000.0,218000.0,15000.0
2141,2019-12-31,CXO,24732000000.0,-224000000.0,
2142,2019-12-31,CXW,3791631000.0,66251000.0,1191000.0
2143,2019-12-31,CYAD,89836000.0,-6477500.0,48513000.0
2144,2019-12-31,CYAN,32437000.0,367000.0,118000.0
2145,2019-12-31,CYBE,72599000.0,544000.0,36659000.0
2146,2019-12-31,CYBR,,22941000.0,
2147,2019-12-31,CYCC,15308000.0,-2794000.0,17000.0
2148,2019-12-31,CYCN,186478000.0,-24086000.0,
2149,2019-12-31,CYD,23854191000.0,320808000.0,2081138000.0
2150,2019-12-31,CYH,15609000000.0,299000000.0,1000000.0
2151,2019-12-31,CYRN,60828000.0,-3929000.0,2309000.0
2152,2019-12-31,CYRX,135872538.0,-878351.0,37340.0
2153,2019-12-31,CYTK,289814000.0,-23706000.0,59000.0
2154,2019-12-31,CZNC,1654145000.0,6874000.0,13935000.0
2155,2019-12-31,CZR,5640553000.0,94344000.0,1000.0
2156,2019-12-31,CZWI,1531249000.0,4386000.0,113000.0
2157,2019-12-31,CZZ,65717874000.0,818702000.0,5328000.0
2158,2019-12-31,D,103823000000.0,1667000000.0,23824000000.0
2159,2019-12-31,DAC,2683019000.0,49312000.0,248000.0
